,Chiral indice n,Chiral indice m,Initial atomic coordinate u,Initial atomic coordinate v,Initial atomic coordinate w
8819,10,6,0.909896,0.848833,0.476775
8820,10,6,0.931159,0.800965,0.51419
8821,10,6,0.919699,0.830695,0.558408
8822,10,6,0.063352,0.342653,0.003986
8823,10,6,0.058609,0.303689,0.048204
8824,10,6,0.129225,0.523438,0.034598
8825,10,6,0.107784,0.48092,0.078816
8826,10,6,0.145436,0.551688,0.116231
8827,10,6,0.121687,0.50927,0.160448
8828,10,6,0.282803,0.725068,0.146843
8829,10,6,0.246811,0.687468,0.191061
8830,10,6,0.307935,0.749,0.228476
8831,10,6,0.270566,0.712749,0.272693
8832,10,6,0.485643,0.875652,0.259088
8833,10,6,0.443262,0.851499,0.303306
8834,10,6,0.513995,0.889838,0.340721
8835,10,6,0.471481,0.867976,0.384938
8836,10,6,0.691738,0.941038,0.371333
8837,10,6,0.652581,0.935809,0.415551
8838,10,6,0.71688,0.942261,0.452965
8839,10,6,0.678865,0.939746,0.497183
8840,10,6,0.854347,0.906395,0.483578
8841,10,6,0.827294,0.921277,0.527795
8842,10,6,0.870577,0.894378,0.56521
8843,10,6,0.845682,0.911781,0.609428
8844,10,6,0.93659,0.779582,0.595823
8845,10,6,0.927777,0.811198,0.64004
8846,10,6,0.940227,0.75705,0.677455
8847,10,6,0.934097,0.790423,0.721673
8848,10,6,0.084989,0.160061,0.017591
8849,10,6,0.065903,0.209577,0.055006
8850,10,6,0.076044,0.178888,0.099224
8851,10,6,0.068761,0.36946,0.085619
8852,10,6,0.06132,0.329485,0.129836
8853,10,6,0.075941,0.396803,0.167251
8854,10,6,0.065833,0.355983,0.211469
8855,10,6,0.163104,0.579725,0.197863
8856,10,6,0.137144,0.537582,0.242081
8857,10,6,0.182156,0.607435,0.279496
8858,10,6,0.154092,0.56574,0.323714
8859,10,6,0.333856,0.771908,0.310108
8860,10,6,0.295264,0.737156,0.354326
8861,10,6,0.360459,0.793699,0.391741
8862,10,6,0.320803,0.760588,0.435959
8863,10,6,0.542289,0.902422,0.422353
8864,10,6,0.499819,0.882942,0.466571
8865,10,6,0.57041,0.913353,0.503986
8866,10,6,0.528156,0.896334,0.548204
8867,10,6,0.741132,0.941667,0.534598
8868,10,6,0.704414,0.941876,0.578816
8869,10,6,0.764392,0.939257,0.616231
8870,10,6,0.729124,0.942191,0.660448
8871,10,6,0.885285,0.88074,0.646843
8872,10,6,0.862649,0.900593,0.691061
8873,10,6,0.898409,0.865538,0.728476
8874,10,6,0.878125,0.887758,0.772693
8875,10,6,0.942055,0.733461,0.759088
8876,10,6,0.938634,0.768454,0.803306
8877,10,6,0.941368,0.745382,0.884938
8878,10,6,0.308262,0.058962,0.037999
8879,10,6,0.137351,0.099407,0.024394
8880,10,6,0.163339,0.083257,0.068612
8881,10,6,0.121875,0.112242,0.106027
8882,10,6,0.145653,0.093605,0.150244
8883,10,6,0.061366,0.231546,0.136639
8884,10,6,0.068841,0.199035,0.180857
8885,10,6,0.058632,0.254618,0.218272
8886,10,6,0.06341,0.220418,0.262489
8887,10,6,0.084864,0.424571,0.248884
8888,10,6,0.072131,0.383072,0.293102
8889,10,6,0.095493,0.452648,0.330517
8890,10,6,0.080187,0.410641,0.374734
8891,10,6,0.202515,0.634703,0.361129
8892,10,6,0.172462,0.593628,0.405346
8893,10,6,0.224096,0.661417,0.442761
8894,10,6,0.192178,0.621131,0.486979
8895,10,6,0.387636,0.814284,0.473374
8896,10,6,0.347079,0.782949,0.517591
8897,10,6,0.415275,0.833577,0.555006
8898,10,6,0.373983,0.804148,0.599224
8899,10,6,0.598241,0.922585,0.585619
8900,10,6,0.556379,0.908097,0.629836
8901,10,6,0.625669,0.93008,0.667251
8902,10,6,0.584369,0.918184,0.711469
8903,10,6,0.786566,0.935043,0.697863
8904,10,6,0.752892,0.940688,0.742081
8905,10,6,0.807562,0.929041,0.779496
8906,10,6,0.77562,0.937375,0.823714
8907,10,6,0.909896,0.848833,0.810108
8908,10,6,0.892048,0.873331,0.854326
8909,10,6,0.919699,0.830695,0.891741
8910,10,6,0.90436,0.857369,0.935959
8911,10,6,0.942288,0.721301,0.966571
8912,10,6,0.486005,0.110162,0.007387
8913,10,6,0.415631,0.081816,0.044802
8914,10,6,0.457711,0.097578,0.08902
8915,10,6,0.247108,0.059312,0.075414
8916,10,6,0.28312,0.057739,0.119632
8917,10,6,0.22438,0.062625,0.157047
8918,10,6,0.258868,0.058333,0.201265
8919,10,6,0.107952,0.126669,0.187659
8920,10,6,0.129423,0.105622,0.231877
8921,10,6,0.09564,0.142631,0.269292
8922,10,6,0.114715,0.11926,0.31351
8923,10,6,0.057712,0.278699,0.299904
8924,10,6,0.059773,0.24295,0.344122
8925,10,6,0.058609,0.303689,0.381537
8926,10,6,0.057945,0.266539,0.425755
8927,10,6,0.107784,0.48092,0.412149
8928,10,6,0.089968,0.438578,0.456367
8929,10,6,0.121687,0.50927,0.493782
8930,10,6,0.101434,0.466767,0.537999
8931,10,6,0.246811,0.687468,0.524394
8932,10,6,0.213158,0.648136,0.568612
8933,10,6,0.270566,0.712749,0.606027
8934,10,6,0.235317,0.674532,0.650244
8935,10,6,0.443262,0.851499,0.636639
8936,10,6,0.401405,0.824097,0.680857
8937,10,6,0.471481,0.867976,0.718272
8938,10,6,0.429232,0.842714,0.762489
8939,10,6,0.652581,0.935809,0.748884
8940,10,6,0.612013,0.926552,0.793102
8941,10,6,0.678865,0.939746,0.830517
8942,10,6,0.639196,0.933167,0.874734
8943,10,6,0.827294,0.921277,0.861129
8944,10,6,0.797216,0.932264,0.905346
8945,10,6,0.845682,0.911781,0.942761
8946,10,6,0.817591,0.925378,0.986979
8947,10,6,0.927777,0.811198,0.973374
8948,10,6,0.797485,0.365297,0.027795
8949,10,6,0.598595,0.175903,0.01419
8950,10,6,0.639541,0.206301,0.058408
8951,10,6,0.570768,0.157286,0.095823
8952,10,6,0.612364,0.185716,0.14004
8953,10,6,0.387987,0.073448,0.126435
8954,10,6,0.42959,0.086647,0.170653
8955,10,6,0.360804,0.066833,0.208068
8956,10,6,0.401759,0.077415,0.252285
8957,10,6,0.202784,0.067736,0.23868
8958,10,6,0.235608,0.060743,0.282897
8959,10,6,0.182409,0.074622,0.320312
8960,10,6,0.213434,0.064957,0.36453
8961,10,6,0.084989,0.160061,0.350925
8962,10,6,0.101591,0.134462,0.395142
8963,10,6,0.076044,0.178888,0.432557
8964,10,6,0.090104,0.151167,0.476775
8965,10,6,0.06132,0.329485,0.46317
8966,10,6,0.057933,0.291086,0.507387
8967,10,6,0.065833,0.355983,0.544802
8968,10,6,0.059738,0.316493,0.58902
8969,10,6,0.137144,0.537582,0.575414
8970,10,6,0.114537,0.495093,0.619632
8971,10,6,0.154092,0.56574,0.657047
8972,10,6,0.129225,0.523438,0.701265
8973,10,6,0.295264,0.737156,0.687659
8974,10,6,0.258564,0.700212,0.731877
8975,10,6,0.320803,0.760588,0.769292
8976,10,6,0.282803,0.725068,0.81351
8977,10,6,0.499819,0.882942,0.799904
8978,10,6,0.45735,0.859922,0.844122
8979,10,6,0.528156,0.896334,0.881537
8980,10,6,0.485643,0.875652,0.925755
8981,10,6,0.704414,0.941876,0.912149
8982,10,6,0.665808,0.938002,0.956367
8983,10,6,0.729124,0.942191,0.993782
8984,10,6,0.870775,0.476562,0.034598
8985,10,6,0.892216,0.51908,0.078816
8986,10,6,0.741436,0.299788,0.06521
8987,10,6,0.775904,0.338583,0.109428
8988,10,6,0.717197,0.274932,0.146843
8989,10,6,0.753189,0.312532,0.191061
8990,10,6,0.54265,0.140078,0.177455
8991,10,6,0.584725,0.166423,0.221673
8992,10,6,0.514357,0.124348,0.259088
8993,10,6,0.556738,0.148501,0.303306
8994,10,6,0.334192,0.061998,0.2897
8995,10,6,0.374331,0.06992,0.333918
8996,10,6,0.308262,0.058962,0.371333
8997,10,6,0.347419,0.064191,0.415551
8998,10,6,0.163339,0.083257,0.401945
8999,10,6,0.192438,0.070959,0.446163
9000,10,6,0.145653,0.093605,0.483578
9001,10,6,0.172706,0.078723,0.527795
9002,10,6,0.068841,0.199035,0.51419
9003,10,6,0.080301,0.169305,0.558408
9004,10,6,0.06341,0.220418,0.595823
9005,10,6,0.072223,0.188802,0.64004
9006,10,6,0.072131,0.383072,0.626435
9007,10,6,0.063352,0.342653,0.670653
9008,10,6,0.080187,0.410641,0.708068
9009,10,6,0.068761,0.36946,0.752285
9010,10,6,0.172462,0.593628,0.73868
9011,10,6,0.145436,0.551688,0.782897
9012,10,6,0.192178,0.621131,0.820312
9013,10,6,0.163104,0.579725,0.86453
9014,10,6,0.347079,0.782949,0.850925
9015,10,6,0.307935,0.749,0.895142
9016,10,6,0.373983,0.804148,0.932557
9017,10,6,0.333856,0.771908,0.976775
9018,10,6,0.556379,0.908097,0.96317
9019,10,6,0.936648,0.657347,0.003986
9020,10,6,0.941391,0.696311,0.048204
9021,10,6,0.931239,0.63054,0.085619
9022,10,6,0.93868,0.670515,0.129836
9023,10,6,0.854564,0.448312,0.116231
9024,10,6,0.878313,0.49073,0.160448
9025,10,6,0.836896,0.420275,0.197863
9026,10,6,0.862856,0.462418,0.242081
9027,10,6,0.692065,0.251,0.228476
9028,10,6,0.729434,0.287251,0.272693
9029,10,6,0.666144,0.228092,0.310108
9030,10,6,0.704736,0.262844,0.354326
9031,10,6,0.486005,0.110162,0.340721
9032,10,6,0.528519,0.132024,0.384938
9033,10,6,0.457711,0.097578,0.422353
9034,10,6,0.500181,0.117058,0.466571
9035,10,6,0.28312,0.057739,0.452965
9036,10,6,0.321135,0.060254,0.497183
9037,10,6,0.258868,0.058333,0.534598
9038,10,6,0.295586,0.058124,0.578816
9039,10,6,0.129423,0.105622,0.56521
9040,10,6,0.154318,0.088219,0.609428
9041,10,6,0.114715,0.11926,0.646843
9042,10,6,0.137351,0.099407,0.691061
9043,10,6,0.059773,0.24295,0.677455
9044,10,6,0.065903,0.209577,0.721673
9045,10,6,0.057945,0.266539,0.759088
9046,10,6,0.061366,0.231546,0.803306
9047,10,6,0.089968,0.438578,0.7897
9048,10,6,0.075941,0.396803,0.833918
9049,10,6,0.101434,0.466767,0.871333
9050,10,6,0.084864,0.424571,0.915551
9051,10,6,0.213158,0.648136,0.901945
9052,10,6,0.182156,0.607435,0.946163
9053,10,6,0.235317,0.674532,0.983578
9054,10,6,0.924059,0.603197,0.167251
9055,10,6,0.934167,0.644017,0.211469
9056,10,6,0.915136,0.575429,0.248884
9057,10,6,0.927869,0.616928,0.293102
9058,10,6,0.817844,0.392565,0.279496
9059,10,6,0.845908,0.43426,0.323714
9060,10,6,0.797485,0.365297,0.361129
9061,10,6,0.827538,0.406372,0.405346
9062,10,6,0.639541,0.206301,0.391741
9063,10,6,0.679197,0.239412,0.435959
9064,10,6,0.612364,0.185716,0.473374
9065,10,6,0.652921,0.217051,0.517591
9066,10,6,0.42959,0.086647,0.503986
9067,10,6,0.471844,0.103666,0.548204
9068,10,6,0.401759,0.077415,0.585619
9069,10,6,0.443621,0.091903,0.629836
9070,10,6,0.235608,0.060743,0.616231
9071,10,6,0.270876,0.057809,0.660448
9072,10,6,0.213434,0.064957,0.697863
9073,10,6,0.247108,0.059312,0.742081
9074,10,6,0.101591,0.134462,0.728476
9075,10,6,0.121875,0.112242,0.772693
9076,10,6,0.090104,0.151167,0.810108
9077,10,6,0.107952,0.126669,0.854326
9078,10,6,0.057933,0.291086,0.840721
9079,10,6,0.058632,0.254618,0.884938
9080,10,6,0.059738,0.316493,0.922353
9081,10,6,0.057712,0.278699,0.966571
9082,10,6,0.114537,0.495093,0.952965
9083,10,6,0.095493,0.452648,0.997183
9084,10,6,0.904507,0.547352,0.330517
9085,10,6,0.919813,0.589359,0.374734
9086,10,6,0.892216,0.51908,0.412149
9087,10,6,0.910032,0.561422,0.456367
9088,10,6,0.775904,0.338583,0.442761
9089,10,6,0.807822,0.378869,0.486979
9090,10,6,0.753189,0.312532,0.524394
9091,10,6,0.786842,0.351864,0.568612
9092,10,6,0.584725,0.166423,0.555006
9093,10,6,0.626017,0.195852,0.599224
9094,10,6,0.556738,0.148501,0.636639
9095,10,6,0.598595,0.175903,0.680857
9096,10,6,0.374331,0.06992,0.667251
9097,10,6,0.415631,0.081816,0.711469
9098,10,6,0.347419,0.064191,0.748884
9099,10,6,0.387987,0.073448,0.793102
9100,10,6,0.192438,0.070959,0.779496
9101,10,6,0.22438,0.062625,0.823714
9102,10,6,0.172706,0.078723,0.861129
9103,10,6,0.202784,0.067736,0.905346
9104,10,6,0.080301,0.169305,0.891741
9105,10,6,0.09564,0.142631,0.935959
9106,10,6,0.072223,0.188802,0.973374
9107,10,6,0.941391,0.696311,0.381537
9108,10,6,0.93868,0.670515,0.46317
9109,10,6,0.942067,0.708914,0.507387
9110,10,6,0.878313,0.49073,0.493782
9111,10,6,0.898566,0.533233,0.537999
9112,10,6,0.862856,0.462418,0.575414
9113,10,6,0.885463,0.504907,0.619632
9114,10,6,0.729434,0.287251,0.606027
9115,10,6,0.764683,0.325468,0.650244
9116,10,6,0.704736,0.262844,0.687659
9117,10,6,0.741436,0.299788,0.731877
9118,10,6,0.528519,0.132024,0.718272
9119,10,6,0.570768,0.157286,0.762489
9120,10,6,0.500181,0.117058,0.799904
9121,10,6,0.54265,0.140078,0.844122
9122,10,6,0.321135,0.060254,0.830517
9123,10,6,0.360804,0.066833,0.874734
9124,10,6,0.295586,0.058124,0.912149
9125,10,6,0.334192,0.061998,0.956367
9126,10,6,0.154318,0.088219,0.942761
9127,10,6,0.182409,0.074622,0.986979
9128,10,6,0.934167,0.644017,0.544802
9129,10,6,0.940262,0.683507,0.58902
9130,10,6,0.927869,0.616928,0.626435
9131,10,6,0.936648,0.657347,0.670653
9132,10,6,0.845908,0.43426,0.657047
9133,10,6,0.870775,0.476562,0.701265
9134,10,6,0.827538,0.406372,0.73868
9135,10,6,0.854564,0.448312,0.782897
9136,10,6,0.679197,0.239412,0.769292
9137,10,6,0.717197,0.274932,0.81351
9138,10,6,0.652921,0.217051,0.850925
9139,10,6,0.692065,0.251,0.895142
9140,10,6,0.471844,0.103666,0.881537
9141,10,6,0.514357,0.124348,0.925755
9142,10,6,0.443621,0.091903,0.96317
9143,10,6,0.270876,0.057809,0.993782
9144,10,6,0.919813,0.589359,0.708068
9145,10,6,0.931239,0.63054,0.752285
9146,10,6,0.910032,0.561422,0.7897
9147,10,6,0.924059,0.603197,0.833918
9148,10,6,0.807822,0.378869,0.820312
9149,10,6,0.836896,0.420275,0.86453
9150,10,6,0.786842,0.351864,0.901945
9151,10,6,0.817844,0.392565,0.946163
9152,10,6,0.626017,0.195852,0.932557
9153,10,6,0.666144,0.228092,0.976775
9154,10,6,0.942067,0.708914,0.840721
9155,10,6,0.898566,0.533233,0.871333
9156,10,6,0.915136,0.575429,0.915551
9157,10,6,0.885463,0.504907,0.952965
9158,10,6,0.904507,0.547352,0.997183
9159,10,6,0.764683,0.325468,0.983578
9160,10,6,0.940262,0.683507,0.922353
9161,11,2,0.926655,0.724234,0.013017
9162,11,2,0.925727,0.739548,0.040228
9163,11,2,0.694345,0.926288,0.026622
9164,11,2,0.865573,0.873606,0.006214
9165,11,2,0.855824,0.882086,0.033425
9166,11,2,0.900951,0.827257,0.050432
9167,11,2,0.89433,0.838667,0.077643
9168,11,2,0.275766,0.702421,0.013017
9169,11,2,0.482848,0.860781,0.01982
9170,11,2,0.582662,0.903988,0.036826
9171,11,2,0.564693,0.897731,0.064037
9172,11,2,0.777518,0.919619,0.043629
9173,11,2,0.763407,0.922577,0.07084
9174,11,2,0.834395,0.896936,0.087847
9175,11,2,0.822754,0.90328,0.115058
9176,11,2,0.921542,0.768837,0.094649
9177,11,2,0.918292,0.782758,0.12186
9178,11,2,0.926827,0.716421,0.166078
9179,11,2,0.126394,0.491967,0.006214
9180,11,2,0.184752,0.591592,0.023221
9181,11,2,0.172743,0.573695,0.050432
9182,11,2,0.366532,0.784385,0.030024
9183,11,2,0.34933,0.770524,0.057235
9184,11,2,0.446496,0.839988,0.074241
9185,11,2,0.42845,0.82865,0.101452
9186,11,2,0.661187,0.922878,0.081044
9187,11,2,0.644152,0.920013,0.108255
9188,11,2,0.733768,0.926172,0.125262
9189,11,2,0.718294,0.926803,0.152473
9190,11,2,0.878939,0.859613,0.132064
9191,11,2,0.870198,0.86911,0.159275
9192,11,2,0.909507,0.809027,0.176282
9193,11,2,0.903988,0.821326,0.203493
9194,11,2,0.090493,0.190973,0.009615
9195,11,2,0.096012,0.178674,0.036826
9196,11,2,0.084105,0.375227,0.016418
9197,11,2,0.080381,0.357899,0.043629
9198,11,2,0.110133,0.455558,0.060636
9199,11,2,0.103064,0.437459,0.087847
9200,11,2,0.245575,0.669597,0.067439
9201,11,2,0.231163,0.652705,0.094649
9202,11,2,0.315782,0.741346,0.111656
9203,11,2,0.299497,0.726083,0.138867
9204,11,2,0.528434,0.883051,0.118459
9205,11,2,0.510209,0.874654,0.14567
9206,11,2,0.609322,0.911986,0.162677
9207,11,2,0.591592,0.90684,0.189888
9208,11,2,0.797726,0.913748,0.169479
9209,11,2,0.784385,0.917853,0.19669
9210,11,2,0.850704,0.886064,0.213697
9211,11,2,0.839988,0.893491,0.240908
9212,11,2,0.924972,0.747043,0.2205
9213,11,2,0.922878,0.761691,0.247711
9214,11,2,0.408408,0.09316,0.023221
9215,11,2,0.202274,0.086252,0.002813
9216,11,2,0.215615,0.082147,0.030024
9217,11,2,0.149296,0.113936,0.04703
9218,11,2,0.160012,0.106509,0.074241
9219,11,2,0.075028,0.252957,0.053833
9220,11,2,0.077122,0.238309,0.081044
9221,11,2,0.075237,0.324052,0.098051
9222,11,2,0.073828,0.307596,0.125262
9223,11,2,0.150541,0.537528,0.104854
9224,11,2,0.140387,0.519326,0.132064
9225,11,2,0.203837,0.618115,0.149071
9226,11,2,0.190973,0.60048,0.176282
9227,11,2,0.392783,0.804195,0.155874
9228,11,2,0.375227,0.791122,0.183085
9229,11,2,0.473738,0.855824,0.200092
9230,11,2,0.455558,0.845425,0.227303
9231,11,2,0.686179,0.925727,0.206894
9232,11,2,0.669597,0.924022,0.234105
9233,11,2,0.756169,0.923767,0.251112
9234,11,2,0.741346,0.925565,0.278323
9235,11,2,0.890748,0.844142,0.257915
9236,11,2,0.883051,0.854617,0.285126
9237,11,2,0.91638,0.789527,0.302132
9238,11,2,0.911986,0.802664,0.329343
9239,11,2,0.809027,0.39952,0.009615
9240,11,2,0.624773,0.208878,0.016418
9241,11,2,0.526262,0.144176,0.033425
9242,11,2,0.544442,0.154575,0.060636
9243,11,2,0.313821,0.074273,0.040228
9244,11,2,0.330403,0.075978,0.067439
9245,11,2,0.243831,0.076233,0.084445
9246,11,2,0.258654,0.074435,0.111656
9247,11,2,0.109252,0.155858,0.091248
9248,11,2,0.116949,0.145383,0.118459
9249,11,2,0.08362,0.210473,0.135466
9250,11,2,0.088014,0.197336,0.162677
9251,11,2,0.091112,0.401636,0.142269
9252,11,2,0.086252,0.383978,0.169479
9253,11,2,0.122068,0.482848,0.186486
9254,11,2,0.113936,0.46464,0.213697
9255,11,2,0.268056,0.694345,0.193289
9256,11,2,0.252957,0.677929,0.2205
9257,11,2,0.34083,0.763407,0.237507
9258,11,2,0.324052,0.748815,0.264718
9259,11,2,0.555662,0.89433,0.244309
9260,11,2,0.537528,0.886988,0.27152
9261,11,2,0.635533,0.918292,0.288527
9262,11,2,0.618115,0.914278,0.315738
9263,11,2,0.816711,0.906177,0.29533
9264,11,2,0.804195,0.911412,0.322541
9265,11,2,0.865573,0.873606,0.339547
9266,11,2,0.855824,0.882086,0.366758
9267,11,2,0.926655,0.724234,0.34635
9268,11,2,0.925727,0.739548,0.373561
9269,11,2,0.913748,0.616022,0.002813
9270,11,2,0.877932,0.517152,0.01982
9271,11,2,0.886064,0.53536,0.04703
9272,11,2,0.731944,0.305655,0.026622
9273,11,2,0.747043,0.322071,0.053833
9274,11,2,0.65917,0.236593,0.07084
9275,11,2,0.675948,0.251185,0.098051
9276,11,2,0.444338,0.10567,0.077643
9277,11,2,0.462472,0.113012,0.104854
9278,11,2,0.364467,0.081708,0.12186
9279,11,2,0.381885,0.085722,0.149071
9280,11,2,0.183289,0.093823,0.128663
9281,11,2,0.195805,0.088588,0.155874
9282,11,2,0.134427,0.126394,0.172881
9283,11,2,0.144176,0.117914,0.200092
9284,11,2,0.073345,0.275766,0.179684
9285,11,2,0.074273,0.260452,0.206894
9286,11,2,0.078806,0.34933,0.223901
9287,11,2,0.076233,0.332403,0.251112
9288,11,2,0.166962,0.564693,0.230704
9289,11,2,0.155858,0.546606,0.257915
9290,11,2,0.224139,0.644152,0.274922
9291,11,2,0.210473,0.626853,0.302132
9292,11,2,0.419474,0.822754,0.281724
9293,11,2,0.401636,0.810524,0.308935
9294,11,2,0.501088,0.870198,0.325942
9295,11,2,0.482848,0.860781,0.353153
9296,11,2,0.710406,0.926827,0.332745
9297,11,2,0.694345,0.926288,0.359956
9298,11,2,0.777518,0.919619,0.376962
9299,11,2,0.763407,0.922577,0.404173
9300,11,2,0.900951,0.827257,0.383765
9301,11,2,0.89433,0.838667,0.410976
9302,11,2,0.921542,0.768837,0.427983
9303,11,2,0.918292,0.782758,0.455194
9304,11,2,0.921194,0.65067,0.057235
9305,11,2,0.923767,0.667597,0.084445
9306,11,2,0.833038,0.435307,0.064037
9307,11,2,0.844142,0.453394,0.091248
9308,11,2,0.775861,0.355848,0.108255
9309,11,2,0.789527,0.373147,0.135466
9310,11,2,0.580526,0.177246,0.115058
9311,11,2,0.598364,0.189476,0.142269
9312,11,2,0.498912,0.129802,0.159275
9313,11,2,0.517152,0.139219,0.186486
9314,11,2,0.289594,0.073173,0.166078
9315,11,2,0.305655,0.073712,0.193289
9316,11,2,0.222482,0.080381,0.210296
9317,11,2,0.236593,0.077423,0.237507
9318,11,2,0.099049,0.172743,0.217098
9319,11,2,0.10567,0.161333,0.244309
9320,11,2,0.078458,0.231163,0.261316
9321,11,2,0.081708,0.217242,0.288527
9322,11,2,0.099801,0.42845,0.268119
9323,11,2,0.093823,0.410535,0.29533
9324,11,2,0.135555,0.510209,0.312337
9325,11,2,0.126394,0.491967,0.339547
9326,11,2,0.291491,0.718294,0.319139
9327,11,2,0.275766,0.702421,0.34635
9328,11,2,0.366532,0.784385,0.363357
9329,11,2,0.34933,0.770524,0.390568
9330,11,2,0.582662,0.903988,0.37016
9331,11,2,0.564693,0.897731,0.397371
9332,11,2,0.661187,0.922878,0.414377
9333,11,2,0.644152,0.920013,0.441588
9334,11,2,0.834395,0.896936,0.42118
9335,11,2,0.822754,0.90328,0.448391
9336,11,2,0.878939,0.859613,0.465398
9337,11,2,0.870198,0.86911,0.492609
9338,11,2,0.926827,0.716421,0.499411
9339,11,2,0.900199,0.57155,0.101452
9340,11,2,0.906177,0.589465,0.128663
9341,11,2,0.864445,0.489791,0.14567
9342,11,2,0.873606,0.508033,0.172881
9343,11,2,0.708509,0.281706,0.152473
9344,11,2,0.724234,0.297579,0.179684
9345,11,2,0.633468,0.215615,0.19669
9346,11,2,0.65067,0.229476,0.223901
9347,11,2,0.417338,0.096012,0.203493
9348,11,2,0.435307,0.102269,0.230704
9349,11,2,0.338813,0.077122,0.247711
9350,11,2,0.355848,0.079987,0.274922
9351,11,2,0.165605,0.103064,0.254513
9352,11,2,0.177246,0.09672,0.281724
9353,11,2,0.121061,0.140387,0.298731
9354,11,2,0.129802,0.13089,0.325942
9355,11,2,0.073415,0.299497,0.305534
9356,11,2,0.073173,0.283579,0.332745
9357,11,2,0.084105,0.375227,0.349752
9358,11,2,0.080381,0.357899,0.376962
9359,11,2,0.184752,0.591592,0.356554
9360,11,2,0.172743,0.573695,0.383765
9361,11,2,0.245575,0.669597,0.400772
9362,11,2,0.231163,0.652705,0.427983
9363,11,2,0.446496,0.839988,0.407575
9364,11,2,0.42845,0.82865,0.434786
9365,11,2,0.528434,0.883051,0.451792
9366,11,2,0.510209,0.874654,0.479003
9367,11,2,0.733768,0.926172,0.458595
9368,11,2,0.718294,0.926803,0.485806
9369,11,2,0.797726,0.913748,0.502813
9370,11,2,0.784385,0.917853,0.530024
9371,11,2,0.909507,0.809027,0.509615
9372,11,2,0.903988,0.821326,0.536826
9373,11,2,0.924972,0.747043,0.553833
9374,11,2,0.922878,0.761691,0.581044
9375,11,2,0.926585,0.700503,0.138867
9376,11,2,0.915895,0.624773,0.183085
9377,11,2,0.919619,0.642101,0.210296
9378,11,2,0.815248,0.408408,0.189888
9379,11,2,0.827257,0.426305,0.217098
9380,11,2,0.754425,0.330403,0.234105
9381,11,2,0.768837,0.347295,0.261316
9382,11,2,0.553504,0.160012,0.240908
9383,11,2,0.57155,0.17135,0.268119
9384,11,2,0.471566,0.116949,0.285126
9385,11,2,0.489791,0.125346,0.312337
9386,11,2,0.266232,0.073828,0.291928
9387,11,2,0.281706,0.073197,0.319139
9388,11,2,0.202274,0.086252,0.336146
9389,11,2,0.215615,0.082147,0.363357
9390,11,2,0.090493,0.190973,0.342949
9391,11,2,0.096012,0.178674,0.37016
9392,11,2,0.075028,0.252957,0.387167
9393,11,2,0.077122,0.238309,0.414377
9394,11,2,0.110133,0.455558,0.393969
9395,11,2,0.103064,0.437459,0.42118
9396,11,2,0.150541,0.537528,0.438187
9397,11,2,0.140387,0.519326,0.465398
9398,11,2,0.315782,0.741346,0.44499
9399,11,2,0.299497,0.726083,0.472201
9400,11,2,0.392783,0.804195,0.489207
9401,11,2,0.375227,0.791122,0.516418
9402,11,2,0.609322,0.911986,0.49601
9403,11,2,0.591592,0.90684,0.523221
9404,11,2,0.686179,0.925727,0.540228
9405,11,2,0.669597,0.924022,0.567439
9406,11,2,0.850704,0.886064,0.54703
9407,11,2,0.839988,0.893491,0.574241
9408,11,2,0.890748,0.844142,0.591248
9409,11,2,0.883051,0.854617,0.618459
9410,11,2,0.889867,0.544442,0.227303
9411,11,2,0.896936,0.562541,0.254513
9412,11,2,0.849459,0.462472,0.27152
9413,11,2,0.859613,0.480674,0.298731
9414,11,2,0.684218,0.258654,0.278323
9415,11,2,0.700503,0.273917,0.305534
9416,11,2,0.607217,0.195805,0.322541
9417,11,2,0.624773,0.208878,0.349752
9418,11,2,0.390678,0.088014,0.329343
9419,11,2,0.408408,0.09316,0.356554
9420,11,2,0.313821,0.074273,0.373561
9421,11,2,0.330403,0.075978,0.400772
9422,11,2,0.149296,0.113936,0.380364
9423,11,2,0.160012,0.106509,0.407575
9424,11,2,0.109252,0.155858,0.424581
9425,11,2,0.116949,0.145383,0.451792
9426,11,2,0.075237,0.324052,0.431384
9427,11,2,0.073828,0.307596,0.458595
9428,11,2,0.091112,0.401636,0.475602
9429,11,2,0.086252,0.383978,0.502813
9430,11,2,0.203837,0.618115,0.482405
9431,11,2,0.190973,0.60048,0.509615
9432,11,2,0.268056,0.694345,0.526622
9433,11,2,0.252957,0.677929,0.553833
9434,11,2,0.473738,0.855824,0.533425
9435,11,2,0.455558,0.845425,0.560636
9436,11,2,0.555662,0.89433,0.577643
9437,11,2,0.537528,0.886988,0.604854
9438,11,2,0.756169,0.923767,0.584445
9439,11,2,0.741346,0.925565,0.611656
9440,11,2,0.816711,0.906177,0.628663
9441,11,2,0.804195,0.911412,0.655874
9442,11,2,0.91638,0.789527,0.635466
9443,11,2,0.911986,0.802664,0.662677
9444,11,2,0.926655,0.724234,0.679684
9445,11,2,0.925727,0.739548,0.706894
9446,11,2,0.924763,0.675948,0.264718
9447,11,2,0.926172,0.692404,0.291928
9448,11,2,0.908888,0.598364,0.308935
9449,11,2,0.913748,0.616022,0.336146
9450,11,2,0.796163,0.381885,0.315738
9451,11,2,0.809027,0.39952,0.342949
9452,11,2,0.731944,0.305655,0.359956
