,Calculated atomic coordinates v'
5367,0.168503
5368,0.139065
5369,0.189194
5370,0.156234
5371,0.369754
5372,0.321403
5373,0.399828
5374,0.349413
5375,0.6147
5376,0.563689
5377,0.644344
5378,0.594422
5379,0.821965
5380,0.785015
5381,0.841071
5382,0.806962
5383,0.925549
5384,0.914735
5385,0.928336
5386,0.922233
5387,0.880948
5388,0.901242
5389,0.865072
5390,0.888428
5391,0.716246
5392,0.759211
5393,0.734023
5394,0.688631
5395,0.476852
5396,0.52933
5397,0.446697
5398,0.497947
5399,0.246058
5400,0.288912
5401,0.220732
5402,0.262729
5403,0.101173
5404,0.121604
5405,0.090717
5406,0.107474
5407,0.08629
5408,0.075178
5409,0.093387
5410,0.079367
5411,0.21099
5412,0.174992
5413,0.233354
5414,0.195983
5415,0.429792
5416,0.379694
5417,0.461201
5418,0.409165
5419,0.673116
5420,0.623528
5421,0.700214
5422,0.653785
5423,0.859516
5424,0.827798
5425,0.874525
5426,0.846363
5427,0.926695
5428,0.923398
5429,0.92251
5430,0.923872
5431,0.849332
5432,0.877245
5433,0.831497
5434,0.860935
5435,0.660134
5436,0.706585
5437,0.630246
5438,0.678597
5439,0.414969
5440,0.466743
5441,0.3853
5442,0.436311
5443,0.199419
5444,0.238239
5445,0.178035
5446,0.214985
5447,0.080862
5448,0.094144
5449,0.074451
5450,0.085265
5451,0.105597
5452,0.088589
5453,0.119052
5454,0.098758
5455,0.258668
5456,0.217851
5457,0.283754
5458,0.240789
5459,0.491694
5460,0.440317
5461,0.523148
5462,0.47067
5463,0.72756
5464,0.681945
5465,0.753943
5466,0.711088
5467,0.887505
5468,0.863533
5469,0.898827
5470,0.878396
5471,0.920153
5472,0.926017
5473,0.91371
5474,0.924822
5475,0.810806
5476,0.843766
5477,0.78901
5478,0.600172
5479,0.650587
5480,0.570208
5481,0.620306
5482,0.355656
5483,0.405578
5484,0.326884
5485,0.376472
5486,0.158929
5487,0.193038
5488,0.140484
5489,0.172202
5490,0.071663
5491,0.077767
5492,0.073305
5493,0.076601
5494,0.134928
5495,0.111572
5496,0.150668
5497,0.122755
5498,0.311369
5499,0.265977
5500,0.339866
5501,0.293415
5502,0.553303
5503,0.502053
5504,0.585031
5505,0.533258
5506,0.779269
5507,0.737271
5508,0.800581
5509,0.761762
5510,0.909283
5511,0.892526
5512,0.919138
5513,0.905856
5514,0.906613
5515,0.5388
5516,0.590835
5517,0.508306
5518,0.559683
5519,0.299786
5520,0.346215
5521,0.27244
5522,0.318055
5523,0.125475
5524,0.153637
5525,0.112495
5526,0.136467
5527,0.07749
5528,0.076128
5529,0.079847
5530,0.073983
5531,0.168503
5532,0.139065
5533,0.189195
5534,0.156234
5535,0.369754
5536,0.321403
5537,0.399829
5538,0.349413
5539,0.6147
5540,0.563689
5541,0.644344
5542,0.594422
5543,0.821965
5544,0.785015
5545,0.841071
5546,0.68863
5547,0.476852
5548,0.52933
5549,0.446697
5550,0.497947
5551,0.246057
5552,0.288912
5553,0.220731
5554,0.262729
5555,0.101173
5556,0.121604
5557,0.090717
5558,0.107474
5559,0.08629
5560,0.075178
5561,0.093387
5562,0.079367
5563,0.21099
5564,0.174992
5565,0.233354
5566,0.195983
5567,0.429792
5568,0.379694
5569,0.461201
5570,0.409165
5571,0.673116
5572,0.623528
5573,0.660134
5574,0.706585
5575,0.630246
5576,0.678597
5577,0.414969
5578,0.466742
5579,0.3853
5580,0.436311
5581,0.199419
5582,0.238239
5583,0.178035
5584,0.214985
5585,0.080862
5586,0.094144
5587,0.074451
5588,0.085265
5589,0.105596
5590,0.088589
5591,0.119052
5592,0.098758
5593,0.258668
5594,0.217851
5595,0.283754
5596,0.491694
5597,0.600172
5598,0.650587
5599,0.570208
5600,0.620306
5601,0.355656
5602,0.405578
5603,0.326884
5604,0.376472
5605,0.158929
5606,0.193038
5607,0.140484
5608,0.172202
5609,0.071663
5610,0.077767
5611,0.073305
5612,0.076602
5613,0.134928
5614,0.111572
5615,0.538799
5616,0.590835
5617,0.508306
5618,0.559683
5619,0.299787
5620,0.346215
5621,0.27244
5622,0.318055
5623,0.125475
5624,0.153637
5625,0.112495
5626,0.136467
5627,0.07749
5628,0.68863
5629,0.476852
5630,0.52933
5631,0.446697
5632,0.497947
5633,0.246058
5634,0.288912
5635,0.660134
5636,0.706585
5637,0.630246
5638,0.678597
5639,0.414969
5640,0.826336
5641,0.893686
5642,0.913548
5643,0.774216
5644,0.813401
5645,0.760488
5646,0.802218
5647,0.844343
5648,0.932228
5649,0.927222
5650,0.934115
5651,0.930596
5652,0.886499
5653,0.908747
5654,0.87822
5655,0.901007
5656,0.74577
5657,0.7889
5658,0.729452
5659,0.773645
5660,0.753786
5661,0.707831
5662,0.883904
5663,0.855461
5664,0.892821
5665,0.867762
5666,0.933608
5667,0.931735
5668,0.931417
5669,0.932257
5670,0.868499
5671,0.893474
5672,0.858307
5673,0.886303
5674,0.759808
5675,0.74552
5676,0.514813
5677,0.587843
5678,0.5331
5679,0.769434
5680,0.724583
5681,0.784774
5682,0.739765
5683,0.901236
5684,0.876892
5685,0.907991
5686,0.885515
5687,0.929192
5688,0.932907
5689,0.927052
5690,0.933316
5691,0.848109
5692,0.878104
5693,0.837298
5694,0.869278
5695,0.730616
5696,0.173664
5697,0.387721
5698,0.335279
5699,0.405712
5700,0.352374
5701,0.605871
5702,0.551302
5703,0.623967
5704,0.570866
5705,0.796936
5706,0.75442
5707,0.810049
5708,0.769099
5709,0.912908
5710,0.891263
5711,0.916619
5712,0.89805
5713,0.924636
5714,0.932754
5715,0.919799
5716,0.930116
5717,0.827044
5718,0.859877
5719,0.813963
5720,0.848555
5721,0.106314
5722,0.086452
5723,0.225784
5724,0.186599
5725,0.239512
5726,0.197782
5727,0.423713
5728,0.370607
5729,0.443475
5730,0.389019
5731,0.64187
5732,0.588388
5733,0.658243
5734,0.604991
5735,0.821195
5736,0.78125
5737,0.832083
5738,0.794315
5739,0.92189
5740,0.905732
5741,0.926074
5742,0.912295
5743,0.91386
5744,0.927685
5745,0.909269
5746,0.925008
5747,0.801181
5748,0.837393
5749,0.788666
5750,0.155657
5751,0.067772
5752,0.072778
5753,0.065885
5754,0.069404
5755,0.113501
5756,0.091253
5757,0.12178
5758,0.098993
5759,0.254229
5760,0.211101
5761,0.270548
5762,0.226355
5763,0.460968
5764,0.40607
5765,0.47804
5766,0.422861
5767,0.673492
5768,0.622193
5769,0.69019
5770,0.639627
5771,0.843206
5772,0.807592
5773,0.854688
5774,0.821521
5775,0.930654
5776,0.919182
5777,0.932667
5778,0.923304
5779,0.901622
5780,0.91871
5781,0.246214
5782,0.292169
5783,0.116096
5784,0.144539
5785,0.107179
5786,0.132239
5787,0.066392
5788,0.068265
5789,0.068583
5790,0.067743
5791,0.131501
5792,0.106526
5793,0.141693
5794,0.113697
5795,0.286883
5796,0.240192
5797,0.301833
5798,0.25448
5799,0.495861
5800,0.440609
5801,0.513833
5802,0.458775
5803,0.707173
5804,0.656884
5805,0.723143
5806,0.673865
5807,0.866687
5808,0.834059
5809,0.875444
5810,0.485187
5811,0.412157
5812,0.4669
5813,0.230566
5814,0.275417
5815,0.215226
5816,0.260235
5817,0.098764
5818,0.123108
5819,0.092009
5820,0.114485
5821,0.070808
5822,0.067093
5823,0.072948
5824,0.066684
5825,0.151891
5826,0.121896
5827,0.162702
5828,0.130722
5829,0.317679
5830,0.269384
5831,0.334411
5832,0.285409
5833,0.532243
5834,0.47732
5835,0.550556
5836,0.495695
5837,0.738429
5838,0.690713
5839,0.612279
5840,0.664721
5841,0.594288
5842,0.647626
5843,0.394129
5844,0.448698
5845,0.376033
5846,0.429134
5847,0.203064
5848,0.24558
5849,0.189951
5850,0.230901
5851,0.087092
5852,0.108737
5853,0.083381
5854,0.10195
5855,0.075364
5856,0.067246
5857,0.080201
5858,0.069884
5859,0.172956
5860,0.140123
5861,0.186037
5862,0.151445
5863,0.351822
5864,0.301853
5865,0.36944
5866,0.318114
5867,0.569532
5868,0.576287
5869,0.629393
5870,0.556525
5871,0.610981
5872,0.35813
5873,0.411612
5874,0.341757
5875,0.395009
5876,0.178805
5877,0.21875
5878,0.167917
5879,0.205685
5880,0.07811
5881,0.094268
5882,0.073926
5883,0.087705
5884,0.08614
5885,0.072315
5886,0.090731
5887,0.074992
5888,0.198819
5889,0.162607
5890,0.211334
5891,0.539032
5892,0.59393
5893,0.52196
5894,0.577139
5895,0.326507
5896,0.377807
5897,0.30981
5898,0.360373
5899,0.156794
5900,0.192408
5901,0.145311
5902,0.178479
5903,0.069346
5904,0.080818
5905,0.067333
5906,0.076696
5907,0.098378
5908,0.08129
5909,0.713118
5910,0.698167
5911,0.504139
5912,0.559391
5913,0.486167
5914,0.541225
5915,0.292827
5916,0.343116
5917,0.276857
5918,0.326135
5919,0.133313
5920,0.165941
5921,0.124556
5922,0.682321
5923,0.665589
5924,0.714591
5925,0.467757
5926,0.52268
5927,0.449444
5928,0.504305
5929,0.261571
5930,0.309287
5931,0.648178
5932,0.698147
5933,0.63056
5934,0.681886
5935,0.430468
5936,0.897776
5937,0.765263
5938,0.900126
5939,0.896101
5940,0.852965
5941,0.857681
5942,0.784962
5943,0.793796
5944,0.543551
5945,0.528193
5946,0.77921
5947,0.767335
5948,0.844863
5949,0.836461
5950,0.899421
5951,0.899593
5952,0.869566
5953,0.874089
5954,0.707691
5955,0.117057
5956,0.276291
5957,0.389393
5958,0.374918
5959,0.650044
5960,0.63585
5961,0.745395
5962,0.73559
5963,0.886323
5964,0.883109
5965,0.900502
5966,0.90197
5967,0.811653
5968,0.820227
5969,0.731273
5970,0.743698
5971,0.271051
5972,0.115635
5973,0.094285
5974,0.094038
5975,0.174435
5976,0.164882
5977,0.251483
5978,0.239788
5979,0.498823
5980,0.484757
5981,0.609362
5982,0.595699
5983,0.822839
5984,0.814851
5985,0.876846
5986,0.872827
5987,0.883146
5988,0.88825
5989,0.83706
5990,0.845554
5991,0.522921
5992,0.398514
5993,0.412054
5994,0.181789
5995,0.189687
5996,0.124161
5997,0.128773
5998,0.105623
5999,0.100455
6000,0.148274
6001,0.141348
6002,0.348548
6003,0.335934
6004,0.45703
6005,0.444109
6006,0.712607
6007,0.701198
6008,0.798961
6009,0.789745
6010,0.902641
6011,0.900372
6012,0.895537
6013,0.897614
6014,0.766447
6015,0.775811
6016,0.658638
6017,0.671876
6018,0.551175
6019,0.564814
6020,0.294866
6021,0.30631
6022,0.206508
6023,0.216178
6024,0.094019
6025,0.095836
6026,0.095966
6027,0.09447
6028,0.218719
6029,0.209607
6030,0.31219
6031,0.300683
6032,0.569871
6033,0.5572
6034,0.678606
6035,0.667566
6036,0.860917
6037,0.855973
6038,0.897785
6039,0.895926
6040,0.856531
6041,0.861916
6042,0.792436
6043,0.804046
6044,0.696084
6045,0.438871
6046,0.452746
6047,0.330822
6048,0.344324
6049,0.140824
6050,0.147081
6051,0.100396
6052,0.105212
6053,0.129677
6054,0.125007
6055,0.19336
6056,0.186482
6057,0.418724
6058,0.406988
6059,0.532569
6060,0.520102
6061,0.773089
6062,0.765032
6063,0.845682
6064,0.837156
6065,0.900632
6066,0.903675
6067,0.876389
6068,0.882943
6069,0.71013
6070,0.723709
6071,0.591163
6072,0.605314
6073,0.48075
6074,0.496352
6075,0.237087
6076,0.249845
6077,0.164512
6078,0.173637
6079,0.094043
6080,0.095873
6081,0.119528
6082,0.116965
6083,0.280012
6084,0.270094
6085,0.3825
6086,0.368358
6087,0.64405
6088,0.6304
6089,0.74211
6090,0.728949
6091,0.889561
6092,0.884365
6093,0.905715
6094,0.905962
6095,0.825565
6096,0.835118
6097,0.748517
6098,0.760212
6099,0.633794
6100,0.64732
6101,0.372761
6102,0.386489
6103,0.272522
6104,0.28353
6105,0.11723
6106,0.121286
6107,0.097385
6108,0.096824
6109,0.172867
6110,0.164189
6111,0.24696
6112,0.234737
6113,0.491873
6114,0.477079
6115,0.601486
6116,0.587946
6117,0.818211
6118,0.810313
6119,0.875839
6120,0.871227
6121,0.894377
6122,0.899545
6123,0.851726
6124,0.858652
6125,0.524417
6126,0.538699
6127,0.41311
6128,0.427029
6129,0.189355
6130,0.199341
6131,0.132304
6132,0.138941
6133,0.106261
6134,0.102224
6135,0.147035
6136,0.142319
6137,0.341362
6138,0.328125
6139,0.448825
6140,0.435186
6141,0.705134
6142,0.69369
6143,0.793492
6144,0.783822
6145,0.905981
6146,0.904164
6147,0.904034
6148,0.90553
6149,0.781281
6150,0.790393
6151,0.672486
6152,0.683937
6153,0.566071
6154,0.580932
6155,0.308144
6156,0.321842
6157,0.22079
6158,0.232665
6159,0.099874
6160,0.103899
6161,0.100579
6162,0.100407
6163,0.215038
6164,0.206204
6165,0.303916
6166,0.292309
6167,0.561129
6168,0.547254
6169,0.669178
6170,0.655677
6171,0.859176
6172,0.852919
6173,0.899604
6174,0.894788
6175,0.870323
6176,0.874993
6177,0.80664
6178,0.813518
6179,0.456449
6180,0.471807
6181,0.349956
6182,0.36415
6183,0.155137
6184,0.163539
6185,0.113677
6186,0.116891
6187,0.130434
6188,0.125911
6189,0.188347
6190,0.179773
6191,0.408837
6192,0.394686
6193,0.51925
6194,0.503648
6195,0.762913
6196,0.750155
6197,0.835488
6198,0.826363
6199,0.905957
6200,0.904127
6201,0.880472
6202,0.883035
6203,0.719988
6204,0.729906
6205,0.610607
6206,0.625082
6207,0.501177
6208,0.515243
6209,0.254605
6210,0.26441
6211,0.177161
6212,0.185149
6213,0.099498
6214,0.09803
6215,0.116854
6216,0.11175
6217,0.268727
6218,0.256302
6219,0.366206
6220,0.35268
6221,0.627239
6222,0.613511
6223,0.727478
6224,0.71647
6225,0.88277
6226,0.878714
6227,0.902615
6228,0.903176
6229,0.827133
6230,0.835811
6231,0.75304
6232,0.651452
6233,0.664066
6234,0.390638
6235,0.404301
6236,0.287393
6237,0.298802
6238,0.123154
6239,0.127173
6240,0.097359
6241,0.099628
6242,0.16294
6243,0.154446
6244,0.233553
6245,0.224189
6246,0.475583
6247,0.461301
6248,0.58689
6249,0.572971
6250,0.810645
6251,0.800659
6252,0.867696
6253,0.861059
6254,0.893739
6255,0.54297
6256,0.555891
6257,0.430129
6258,0.4428
6259,0.201039
6260,0.210255
6261,0.139083
6262,0.144027
6263,0.104463
6264,0.102386
6265,0.143469
6266,0.138084
6267,0.327514
6268,0.316063
6269,0.433929
6270,0.419068
6271,0.691856
6272,0.678158
6273,0.68781
6274,0.699317
6275,0.581276
6276,0.593012
6277,0.321394
6278,0.332434
6279,0.22691
6280,0.234968
6281,0.102215
6282,0.104073
6283,0.099368
6284,0.096325
6285,0.207564
6286,0.195954
6287,0.28987
6288,0.467431
6289,0.479898
6290,0.35595
6291,0.3696
6292,0.154318
6293,0.162845
6294,0.110439
6295,0.123611
6296,0.6175
6297,0.631642
6298,0.508127
6299,0.25789
6300,0.76912
6301,0.91086
6302,0.908949
6303,0.856252
6304,0.868563
6305,0.80487
6306,0.819856
6307,0.584458
6308,0.798633
6309,0.86493
6310,0.854359
6311,0.910323
6312,0.912895
6313,0.887441
6314,0.893604
6315,0.737609
6316,0.756358
6317,0.339376
6318,0.447642
6319,0.422799
6320,0.690593
6321,0.668087
6322,0.764617
6323,0.742931
6324,0.899465
6325,0.890632
6326,0.909997
6327,0.905765
6328,0.845618
6329,0.857472
6330,0.792501
6331,0.81015
6332,0.099988
6333,0.096132
6334,0.223832
6335,0.205555
6336,0.293757
6337,0.271393
6338,0.534636
6339,0.507952
6340,0.619377
6341,0.594192
6342,0.823416
6343,0.806344
6344,0.868525
6345,0.857155
6346,0.902289
6347,0.906352
6348,0.87994
6349,0.889858
6350,0.727438
6351,0.748638
6352,0.300805
6353,0.122308
6354,0.131698
6355,0.097362
6356,0.101914
6357,0.128984
6358,0.119602
6359,0.172553
6360,0.156883
6361,0.371892
6362,0.347583
6363,0.457344
6364,0.432783
6365,0.69931
6366,0.677615
6367,0.772278
6368,0.754082
6369,0.89858
6370,0.89299
6371,0.910849
6372,0.910414
6373,0.841093
6374,0.855693
6375,0.788544
6376,0.806885
6377,0.543164
6378,0.430354
6379,0.454819
6380,0.210888
6381,0.228408
6382,0.155507
6383,0.169338
6384,0.090813
6385,0.089567
6386,0.101113
6387,0.094387
6388,0.230369
6389,0.211514
6390,0.302829
6391,0.282195
6392,0.545466
6393,0.521549
6394,0.633055
6395,0.609365
6396,0.831918
6397,0.816406
6398,0.876636
6399,0.866912
6400,0.904109
6401,0.910193
6402,0.880617
6403,0.889066
6404,0.719172
6405,0.739198
6406,0.675325
6407,0.697686
6408,0.591669
6409,0.614794
6410,0.344647
6411,0.367051
6412,0.266427
6413,0.287225
6414,0.116263
6415,0.123394
6416,0.090199
6417,0.09384
6418,0.130849
6419,0.120699
6420,0.180528
6421,0.165226
6422,0.385562
6423,0.362579
6424,0.472907
6425,0.448142
6426,0.713383
6427,0.691963
6428,0.784928
6429,0.764329
6430,0.906087
6431,0.899311
6432,0.91324
6433,0.910433
6434,0.835359
6435,0.848084
6436,0.776168
6437,0.794445
6438,0.502737
6439,0.527281
6440,0.414692
6441,0.438655
6442,0.199403
6443,0.215824
6444,0.145608
6445,0.162166
6446,0.086612
6447,0.08772
6448,0.105147
6449,0.101173
6450,0.242856
6451,0.224186
6452,0.316534
6453,0.293245
6454,0.56086
6455,0.534526
6456,0.644544
6457,0.618933
6458,0.838352
6459,0.821121
6460,0.877692
6461,0.868302
6462,0.900012
6463,0.903868
6464,0.871016
6465,0.880398
6466,0.706243
6467,0.728607
6468,0.660136
6469,0.682638
6470,0.57632
6471,0.602244
6472,0.330459
6473,0.355337
6474,0.25724
6475,0.278924
6476,0.112725
6477,0.122989
6478,0.09569
6479,0.098761
6480,0.140851
6481,0.128849
6482,0.187922
6483,0.170894
6484,0.39708
6485,0.371668
6486,0.482328
6487,0.456836
6488,0.720603
6489,0.699195
6490,0.789112
6491,0.771592
6492,0.902638
6493,0.898086
6494,0.909187
6495,0.910433
6496,0.827447
6497,0.843117
6498,0.769631
6499,0.788486
6500,0.490761
6501,0.517341
6502,0.405568
6503,0.429944
6504,0.194011
6505,0.211118
6506,0.144116
6507,0.15535
6508,0.09226
6509,0.089091
6510,0.106887
6511,0.100027
6512,0.250287
6513,0.23088
6514,0.324675
6515,0.302314
6516,0.569646
6517,0.545181
6518,0.655353
6519,0.632949
6520,0.844493
6521,0.830662
6522,0.883737
6523,0.876606
6524,0.898887
6525,0.905613
6526,0.869151
6527,0.879301
6528,0.717805
6529,0.651678
6530,0.675253
6531,0.566894
6532,0.591551
6533,0.322225
6534,0.344362
6535,0.246482
6536,0.266785
6537,0.107772
6538,0.115967
6539,0.08914
6540,0.091051
6541,0.143748
6542,0.131437
6543,0.19513
6544,0.180144
6545,0.408331
6546,0.385206
6547,0.497263
6548,0.472719
6549,0.733573
6550,0.712775
6551,0.800597
6552,0.784176
6553,0.909801
6554,0.90616
6555,0.913388
6556,0.91228
6557,0.819472
6558,0.834774
6559,0.757144
6560,0.775814
6561,0.478792
6562,0.503541
6563,0.391476
6564,0.415542
6565,0.1848
6566,0.201367
6567,0.13507
6568,0.145641
6569,0.089677
6570,0.087105
6571,0.112559
6572,0.106396
6573,0.262391
6574,0.243642
6575,0.339864
6576,0.317362
6577,0.585308
6578,0.561345
6579,0.669541
6580,0.644663
6581,0.854392
6582,0.837834
6583,0.887275
6584,0.877011
6585,0.894853
6586,0.898827
6587,0.859149
6588,0.871151
6589,0.706755
6590,0.638053
6591,0.660624
6592,0.552358
6593,0.577201
6594,0.309407
6595,0.331913
6596,0.235383
6597,0.257069
6598,0.100535
6599,0.109368
6600,0.090003
6601,0.094235
6602,0.154382
6603,0.142527
6604,0.207499
6605,0.18985
6606,0.423681
6607,0.397756
6608,0.509239
6609,0.482659
6610,0.74276
6611,0.721076
6612,0.805989
6613,0.788882
6614,0.90431
6615,0.901239
6616,0.90774
6617,0.910909
6618,0.812078
6619,0.829106
6620,0.749713
6621,0.465364
6622,0.492048
6623,0.380623
6624,0.405808
6625,0.176584
6626,0.193656
6627,0.131475
6628,0.142845
6629,0.097711
6630,0.093648
6631,0.12006
6632,0.110142
6633,0.272562
6634,0.251362
6635,0.348323
6636,0.324747
6637,0.594432
6638,0.570056
6639,0.677775
6640,0.655638
6641,0.855884
6642,0.84465
6643,0.892228
6644,0.884033
6645,0.893112
6646,0.899973
6647,0.628108
6648,0.652417
6649,0.542656
6650,0.567217
6651,0.30069
6652,0.322385
6653,0.227722
6654,0.245918
6655,0.10142
6656,0.10701
6657,0.089151
6658,0.089586
6659,0.158907
6660,0.144307
6661,0.211456
6662,0.193115
6663,0.433106
6664,0.408449
6665,0.521208
6666,0.496459
6667,0.753518
6668,0.733215
6669,0.8152
6670,0.697171
6671,0.454534
6672,0.478451
6673,0.366945
6674,0.390635
6675,0.168082
6676,0.183594
6677,0.123364
6678,0.133088
6679,0.095891
6680,0.089807
6681,0.119383
6682,0.110934
6683,0.280828
6684,0.260802
6685,0.361947
6686,0.608524
6687,0.614438
6688,0.637421
6689,0.527093
6690,0.551858
6691,0.286617
6692,0.308037
6693,0.215072
6694,0.235671
6695,0.093913
6696,0.100689
6697,0.08676
6698,0.089567
6699,0.164641
6700,0.151916
6701,0.683466
6702,0.43914
6703,0.465474
6704,0.355456
6705,0.381067
6706,0.161648
6707,0.178879
6708,0.60292
6709,0.628332
6710,0.517672
6711,0.279397
6712,0.772588
6713,0.717628
6714,0.923074
6715,0.860032
6716,0.877541
6717,0.819702
6718,0.840101
6719,0.641306
6720,0.831563
6721,0.887049
6722,0.872905
6723,0.920791
6724,0.924407
6725,0.902226
6726,0.911666
6727,0.770688
6728,0.794762
6729,0.71634
6730,0.744867
6731,0.509973
6732,0.475972
6733,0.732133
6734,0.702919
6735,0.787341
6736,0.761547
6737,0.911898
6738,0.901167
6739,0.923224
6740,0.918407
6741,0.874139
6742,0.887852
6743,0.837142
6744,0.856549
6745,0.112148
6746,0.255133
6747,0.344382
6748,0.313933
6749,0.577261
6750,0.543977
6751,0.643344
6752,0.610354
6753,0.834754
6754,0.812126
6755,0.873508
6756,0.854132
6757,0.922063
6758,0.923475
6759,0.910998
6760,0.919649
6761,0.793958
6762,0.819199
6763,0.745186
6764,0.081593
6765,0.077937
6766,0.076525
6767,0.162858
6768,0.143451
6769,0.206042
6770,0.180801
6771,0.41003
6772,0.376327
6773,0.476999
6774,0.442577
6775,0.704768
6776,0.673975
6777,0.761475
6778,0.732341
6779,0.8999
6780,0.886705
6781,0.917912
6782,0.909417
6783,0.890729
6784,0.902728
6785,0.326025
6786,0.126492
6787,0.145868
6788,0.1001
6789,0.113295
6790,0.089002
6791,0.080351
6792,0.109271
6793,0.097272
6794,0.254814
6795,0.227412
6796,0.31348
6797,0.282372
6798,0.544137
6799,0.509424
6800,0.609748
6801,0.576207
6802,0.810394
6803,0.785445
6804,0.852224
6805,0.92379
6806,0.557423
6807,0.455863
6808,0.490576
6809,0.238525
6810,0.267659
6811,0.189606
6812,0.214555
6813,0.082088
6814,0.090583
6815,0.07621
6816,0.076926
6817,0.139968
6818,0.122459
6819,0.180298
6820,0.159899
6821,0.376417
6822,0.343949
6823,0.442546
6824,0.408884
6825,0.673095
6826,0.68652
6827,0.623583
6828,0.656051
6829,0.390252
6830,0.423793
6831,0.326905
6832,0.358694
6833,0.147776
6834,0.168437
6835,0.112951
6836,0.127095
6837,0.079209
6838,0.075593
6839,0.097774
6840,0.088334
6841,0.229312
6842,0.205238
6843,0.28366
6844,0.557454
6845,0.591116
6846,0.490027
6847,0.524028
6848,0.267867
6849,0.297081
6850,0.212659
6851,0.238453
6852,0.088102
6853,0.098833
6854,0.076776
6855,0.125861
6856,0.655618
6857,0.686067
6858,0.422739
6859,0.456023
6860,0.356656
6861,0.389646
6862,0.165246
6863,0.187874
6864,0.58997
6865,0.623673
6866,0.523001
6867,0.295232
6868,0.777791
6869,0.737269
6870,0.931025
6871,0.863644
6872,0.883549
6873,0.833788
6874,0.857842
6875,0.866035
6876,0.904487
6877,0.887729
6878,0.925695
6879,0.930482
6880,0.913533
6881,0.922216
6882,0.799649
6883,0.82537
6884,0.76018
6885,0.78989
6886,0.540764
6887,0.779993
6888,0.746552
6889,0.813961
6890,0.784204
6891,0.919509
6892,0.907928
6893,0.927799
6894,0.918726
6895,0.892687
6896,0.90558
6897,0.867912
6898,0.884887
6899,0.716321
6900,0.748541
6901,0.324918
6902,0.410323
6903,0.370431
6904,0.629279
6905,0.589731
6906,0.675083
6907,0.636281
6908,0.845344
6909,0.819335
6910,0.870961
6911,0.848563
6912,0.926995
6913,0.924038
6914,0.921721
6915,0.924328
6916,0.839189
6917,0.860762
6918,0.804865
6919,0.830992
6920,0.095747
6921,0.086314
6922,0.216326
6923,0.186544
6924,0.253458
6925,0.221609
6926,0.459477
6927,0.41845
6928,0.507984
6929,0.466955
6930,0.718853
6931,0.682169
6932,0.759621
6933,0.725295
6934,0.891542
6935,0.873486
6936,0.907856
6937,0.895585
6938,0.911318
6939,0.92007
6940,0.895539
6941,0.907932
6942,0.768371
6943,0.797409
6944,0.727361
6945,0.759535
6946,0.096642
6947,0.078748
6948,0.084957
6949,0.115796
6950,0.100449
6951,0.139547
6952,0.120254
6953,0.295432
6954,0.260692
6955,0.339822
6956,0.302055
6957,0.556609
6958,0.51579
6959,0.605608
6960,0.566015
6961,0.795865
6962,0.766308
6963,0.829937
6964,0.802444
6965,0.920132
6966,0.911629
6967,0.924609
6968,0.920362
6969,0.872727
6970,0.888518
6971,0.846541
6972,0.868933
6973,0.71815
6974,0.323062
6975,0.360751
6976,0.155566
6977,0.180161
6978,0.129385
6979,0.149726
6980,0.076519
6981,0.076157
6982,0.079289
6983,0.073461
6984,0.167752
6985,0.141926
6986,0.197046
6987,0.168216
6988,0.38602
6989,0.346964
6990,0.435344
6991,0.395506
6992,0.653517
6993,0.614375
6994,0.698387
6995,0.661235
6996,0.858612
6997,0.833973
6998,0.88143
6999,0.861521
7000,0.921874
7001,0.924801
7002,0.91646
7003,0.923541
7004,0.817737
7005,0.843797
7006,0.783674
7007,0.813456
7008,0.578517
7009,0.488521
7010,0.528551
7011,0.278873
7012,0.313785
7013,0.236901
7014,0.269135
7015,0.106296
7016,0.122442
7017,0.08828
7018,0.099649
7019,0.087099
7020,0.075124
7021,0.099892
7022,0.087017
7023,0.233069
7024,0.202428
7025,0.275024
7026,0.241837
7027,0.485262
7028,0.444803
7029,0.534348
7030,0.493065
7031,0.740385
7032,0.704962
7033,0.77783
7034,0.745659
7035,0.901454
7036,0.885262
7037,0.914726
7038,0.903358
7039,0.904253
7040,0.913686
7041,0.884204
7042,0.899551
7043,0.746542
7044,0.778391
7045,0.739308
7046,0.702351
7047,0.656312
7048,0.693369
7049,0.437639
7050,0.477482
7051,0.387852
7052,0.425878
7053,0.198724
7054,0.227121
7055,0.164375
7056,0.190042
7057,0.075206
7058,0.083017
7059,0.069005
7060,0.070746
7061,0.122976
7062,0.105806
7063,0.152071
7064,0.129552
7065,0.319187
7066,0.282317
7067,0.364249
7068,0.325433
7069,0.583001
7070,0.542175
7071,0.630234
7072,0.591529
7073,0.812659
7074,0.784314
7075,0.844434
7076,0.819839
7077,0.921251
7078,0.915043
7079,0.923481
7080,0.923843
7081,0.860453
7082,0.879746
7083,0.832248
7084,0.858074
7085,0.607555
7086,0.645319
7087,0.555699
7088,0.594187
7089,0.338574
7090,0.375392
7091,0.291072
7092,0.325168
7093,0.134837
7094,0.156027
7095,0.109056
7096,0.126535
7097,0.069914
7098,0.066531
7099,0.077504
7100,0.069117
7101,0.181969
7102,0.15514
7103,0.215249
7104,0.185808
7105,0.41187
7106,0.372539
7107,0.461868
7108,0.421483
7109,0.676938
7110,0.639249
7111,0.721127
7112,0.686215
7113,0.870615
7114,0.850274
