,Calculated atomic coordinates w'
5367,0.393295
5368,0.420389
5369,0.443756
5370,0.47082
5371,0.463133
5372,0.490178
5373,0.513416
5374,0.540501
5375,0.532865
5376,0.559971
5377,0.583267
5378,0.610368
5379,0.602538
5380,0.629678
5381,0.652979
5382,0.68013
5383,0.672415
5384,0.699533
5385,0.722784
5386,0.749843
5387,0.742079
5388,0.769216
5389,0.792543
5390,0.819701
5391,0.811913
5392,0.839023
5393,0.889393
5394,0.195608
5395,0.215037
5396,0.242166
5397,0.265467
5398,0.292594
5399,0.284709
5400,0.311853
5401,0.335173
5402,0.36231
5403,0.354668
5404,0.381769
5405,0.404894
5406,0.431964
5407,0.424249
5408,0.451348
5409,0.474675
5410,0.501801
5411,0.494041
5412,0.521145
5413,0.54441
5414,0.571546
5415,0.563843
5416,0.590977
5417,0.614262
5418,0.641291
5419,0.633577
5420,0.660631
5421,0.683991
5422,0.711133
5423,0.703479
5424,0.730531
5425,0.753759
5426,0.780848
5427,0.773114
5428,0.800274
5429,0.823602
5430,0.850713
5431,0.842952
5432,0.870026
5433,0.893295
5434,0.920389
5435,0.246059
5436,0.273183
5437,0.296466
5438,0.323511
5439,0.315778
5440,0.342878
5441,0.366198
5442,0.393305
5443,0.385638
5444,0.412696
5445,0.435871
5446,0.463012
5447,0.455246
5448,0.482415
5449,0.505749
5450,0.532866
5451,0.524996
5452,0.55213
5453,0.575412
5454,0.60255
5455,0.594856
5456,0.621975
5457,0.645246
5458,0.672357
5459,0.664534
5460,0.691664
5461,0.715037
5462,0.742166
5463,0.73443
5464,0.761512
5465,0.784709
5466,0.811853
5467,0.804175
5468,0.831319
5469,0.854668
5470,0.881769
5471,0.873859
5472,0.900921
5473,0.924249
5474,0.951348
5475,0.943756
5476,0.97082
5477,0.994041
5478,0.34675
5479,0.373834
5480,0.397176
5481,0.42431
5482,0.416601
5483,0.443701
5484,0.46691
5485,0.493964
5486,0.486312
5487,0.513463
5488,0.536812
5489,0.563864
5490,0.556117
5491,0.583176
5492,0.606447
5493,0.633607
5494,0.625876
5495,0.653035
5496,0.676285
5497,0.70336
5498,0.695608
5499,0.722726
5500,0.746059
5501,0.773183
5502,0.765467
5503,0.792594
5504,0.815778
5505,0.842878
5506,0.835173
5507,0.86231
5508,0.885638
5509,0.912696
5510,0.904894
5511,0.931964
5512,0.955246
5513,0.982415
5514,0.974675
5515,0.447596
5516,0.474625
5517,0.497868
5518,0.524997
5519,0.517324
5520,0.544467
5521,0.567763
5522,0.594846
5523,0.587093
5524,0.614181
5525,0.637508
5526,0.664652
5527,0.656935
5528,0.684046
5529,0.707192
5530,0.734254
5531,0.726628
5532,0.753722
5533,0.77709
5534,0.804154
5535,0.796466
5536,0.823511
5537,0.84675
5538,0.873834
5539,0.866198
5540,0.893305
5541,0.916601
5542,0.943701
5543,0.935871
5544,0.963012
5545,0.986312
5546,0.528941
5547,0.548371
5548,0.575499
5549,0.5988
5550,0.625927
5551,0.618042
5552,0.645186
5553,0.668506
5554,0.695643
5555,0.688001
5556,0.715102
5557,0.738227
5558,0.765297
5559,0.757582
5560,0.784682
5561,0.808008
5562,0.835134
5563,0.827375
5564,0.854479
5565,0.877743
5566,0.904879
5567,0.897176
5568,0.92431
5569,0.947596
5570,0.974625
5571,0.96691
5572,0.993964
5573,0.579392
5574,0.606517
5575,0.6298
5576,0.656844
5577,0.649111
5578,0.676211
5579,0.699531
5580,0.726638
5581,0.718971
5582,0.746029
5583,0.769204
5584,0.796345
5585,0.788579
5586,0.815749
5587,0.839082
5588,0.866199
5589,0.85833
5590,0.885463
5591,0.908745
5592,0.935883
5593,0.928189
5594,0.955308
5595,0.978579
5596,0.997868
5597,0.680083
5598,0.707168
5599,0.730509
5600,0.757644
5601,0.749934
5602,0.777035
5603,0.800243
5604,0.827298
5605,0.819646
5606,1.0
5607,0.870145
5608,0.897198
5609,0.889451
5610,0.91651
5611,0.93978
5612,0.966941
5613,0.95921
5614,0.986368
5615,0.780929
5616,0.807958
5617,0.831201
5618,0.85833
5619,0.850658
5620,0.8778
5621,0.901096
5622,0.928179
5623,0.920426
5624,0.947514
5625,0.970841
5626,0.997985
5627,0.990268
5628,0.862274
5629,0.881704
5630,0.908833
5631,0.932134
5632,0.959261
5633,0.951376
5634,0.978519
5635,0.912725
5636,0.93985
5637,0.963133
5638,0.990178
5639,0.982445
5640,0.036707
5641,0.04111
5642,0.090547
5643,0.081737
5644,0.131229
5645,0.176376
5646,0.225873
5647,0.009363
5648,0.000522
5649,0.049977
5650,0.09509
5651,0.144593
5652,0.135684
5653,0.185202
5654,0.230326
5655,0.279781
5656,0.270953
5657,0.320401
5658,0.365402
5659,0.414939
5660,0.013924
5661,0.063453
5662,0.054473
5663,0.10394
5664,0.149041
5665,0.198534
5666,0.189723
5667,0.239186
5668,0.284329
5669,0.333857
5670,0.324867
5671,0.374386
5672,0.419442
5673,0.468814
5674,0.50939
5675,0.604004
5676,0.02307
5677,0.068133
5678,0.117684
5679,0.108498
5680,0.158085
5681,0.203056
5682,0.252501
5683,0.24372
5684,0.293203
5685,0.338356
5686,0.387756
5687,0.378969
5688,0.428353
5689,0.473348
5690,0.522915
5691,0.513868
5692,0.563386
5693,0.608463
5694,0.658054
5695,0.698729
5696,0.036707
5697,0.027637
5698,0.077148
5699,0.122279
5700,0.1718
5701,0.162664
5702,0.212133
5703,0.25711
5704,0.306767
5705,0.297668
5706,0.34725
5707,0.392382
5708,0.441903
5709,0.432925
5710,0.48246
5711,0.527537
5712,0.577011
5713,0.567965
5714,0.617509
5715,0.662616
5716,0.712052
5717,0.703218
5718,0.752727
5719,0.797925
5720,0.847419
5721,0.04111
5722,0.090547
5723,0.081737
5724,0.131229
5725,0.176376
5726,0.225873
5727,0.216868
5728,0.266473
5729,0.311446
5730,0.36086
5731,0.351966
5732,0.401397
5733,0.446597
5734,0.49608
5735,0.48707
5736,0.536535
5737,0.581699
5738,0.631285
5739,0.621995
5740,0.671536
5741,0.71661
5742,0.766186
5743,0.757185
5744,0.806715
5745,0.851786
5746,0.901313
5747,0.892612
5748,0.942174
5749,0.987202
5750,0.009363
5751,0.000522
5752,0.049977
5753,0.09509
5754,0.144593
5755,0.135684
5756,0.185202
5757,0.230326
5758,0.279781
5759,0.270953
5760,0.320401
5761,0.365402
5762,0.414939
5763,0.405957
5764,0.455444
5765,0.500665
5766,0.550092
5767,0.541204
5768,0.590785
5769,0.635933
5770,0.685416
5771,0.676261
5772,0.725787
5773,0.770769
5774,0.82027
5775,0.811301
5776,0.860794
5777,0.905839
5778,0.955385
5779,0.946415
5780,0.995955
5781,0.013924
5782,0.063453
5783,0.054473
5784,0.10394
5785,0.149041
5786,0.198534
5787,0.189723
5788,0.239186
5789,0.284329
5790,0.333857
5791,0.324867
5792,0.374386
5793,0.419442
5794,0.468814
5795,0.459992
5796,0.50939
5797,0.554524
5798,0.604004
5799,0.595285
5800,0.644784
5801,0.689931
5802,0.739404
5803,0.730385
5804,0.779918
5805,0.824906
5806,0.87446
5807,0.865324
5808,0.91487
5809,0.959877
5810,0.02307
5811,0.068133
5812,0.117684
5813,0.108498
5814,0.158085
5815,0.203056
5816,0.252501
5817,0.24372
5818,0.293203
5819,0.338356
5820,0.387756
5821,0.378969
5822,0.428353
5823,0.473348
5824,0.522915
5825,0.513868
5826,0.563386
5827,0.608463
5828,0.658054
5829,0.649223
5830,0.698729
5831,0.743857
5832,0.793393
5833,0.784486
5834,0.83402
5835,0.879086
5836,0.928553
5837,0.919469
5838,0.968931
5839,0.027637
5840,0.077148
5841,0.122279
5842,0.1718
5843,0.162664
5844,0.212133
5845,0.25711
5846,0.306767
5847,0.297668
5848,0.34725
5849,0.392382
5850,0.441903
5851,0.432925
5852,0.48246
5853,0.527537
5854,0.577011
5855,0.567965
5856,0.617509
5857,0.662616
5858,0.712052
5859,0.703218
5860,0.752727
5861,0.797925
5862,0.847419
5863,0.838511
5864,0.887973
5865,0.933042
5866,0.982602
5867,0.973524
5868,0.216868
5869,0.266473
5870,0.311446
5871,0.36086
5872,0.351966
5873,0.401397
5874,0.446597
5875,0.49608
5876,0.48707
5877,0.536535
5878,0.581699
5879,0.631285
5880,0.621995
5881,0.671536
5882,1.0
5883,0.766186
5884,0.757185
5885,0.806715
5886,0.851786
5887,0.901313
5888,0.892612
5889,0.942174
5890,0.987202
5891,0.405957
5892,0.455444
5893,0.500665
5894,0.550092
5895,0.541204
5896,0.590785
5897,0.635933
5898,0.685416
5899,0.676261
5900,0.725787
5901,0.770769
5902,0.82027
5903,0.811301
5904,0.860794
5905,0.905839
5906,0.955385
5907,0.946415
5908,0.995955
5909,0.459992
5910,0.554524
5911,0.595285
5912,0.644784
5913,0.689931
5914,0.739404
5915,0.730385
5916,0.779918
5917,0.824906
5918,0.87446
5919,0.865324
5920,0.91487
5921,0.959877
5922,0.649223
5923,0.743857
5924,0.793393
5925,0.784486
5926,0.83402
5927,0.879086
5928,0.928553
5929,0.919469
5930,0.968931
5931,0.838511
5932,0.887973
5933,0.933042
5934,0.982602
5935,0.973524
5936,0.000354
5937,0.005862
5938,0.015075
5939,0.049822
5940,0.020519
5941,0.055331
5942,0.075671
5943,0.110453
5944,0.004062
5945,0.038712
5946,0.009598
5947,0.044297
5948,0.064526
5949,0.099277
5950,0.070095
5951,0.104861
5952,0.125177
5953,0.159904
5954,0.16533
5955,0.027711
5956,0.033106
5957,0.053282
5958,0.088016
5959,0.058932
5960,0.093638
5961,0.113934
5962,0.148713
5963,0.119606
5964,0.154364
5965,0.174598
5966,0.209284
5967,0.180026
5968,0.214666
5969,0.234676
5970,0.269318
5971,0.017062
5972,0.022469
5973,0.042502
5974,0.077222
5975,0.047766
5976,0.08249
5977,0.102696
5978,0.137489
5979,0.10829
5980,0.143125
5981,0.163449
5982,0.198271
5983,0.169035
5984,0.203821
5985,0.223948
5986,0.258655
5987,0.229318
5988,0.263997
5989,0.28406
5990,0.31882
5991,0.011426
5992,0.031805
5993,0.066583
5994,0.037285
5995,0.072038
5996,0.091991
5997,0.126686
5998,0.097201
5999,0.131955
6000,0.152222
6001,0.187087
6002,0.157834
6003,0.192698
6004,0.213029
6005,0.247879
6006,0.218527
6007,0.25327
6008,0.273298
6009,0.307963
6010,0.278654
6011,0.313346
6012,0.333477
6013,0.368249
6014,0.339019
6015,0.373833
6016,0.026131
6017,0.06096
6018,0.08123
6019,0.115985
6020,0.08676
6021,0.121431
6022,0.14139
6023,0.176052
6024,0.146712
6025,0.181478
6026,0.201808
6027,0.236667
6028,0.207509
6029,0.242395
6030,0.262711
6031,0.297541
6032,0.268032
6033,0.302771
6034,0.322719
6035,0.357396
6036,0.328027
6037,0.362752
6038,0.382955
6039,0.417774
6040,0.388497
6041,0.42329
6042,0.443599
6043,0.478293
6044,0.130655
6045,0.136063
6046,0.170721
6047,0.190718
6048,0.225401
6049,0.196187
6050,0.230993
6051,0.251383
6052,0.286235
6053,0.257119
6054,0.291978
6055,0.312303
6056,0.347066
6057,0.317583
6058,0.352338
6059,0.372247
6060,0.407003
6061,0.377501
6062,0.412293
6063,0.432555
6064,0.467419
6065,0.438026
6066,0.472841
6067,0.49297
6068,0.527711
6069,0.498447
6070,0.533106
6071,0.185346
6072,0.21998
6073,0.240063
6074,0.274778
6075,0.245654
6076,0.280417
6077,0.300857
6078,0.335655
6079,0.306678
6080,0.341441
6081,0.361712
6082,0.39634
6083,0.367081
6084,0.401736
6085,0.42171
6086,0.456428
6087,0.427147
6088,0.46193
6089,0.48228
6090,0.517062
6091,0.487657
6092,0.522469
6093,0.542502
6094,0.577222
6095,0.547766
6096,0.58249
6097,0.602696
6098,0.637489
6099,0.289484
6100,0.324269
6101,0.295082
6102,0.329885
6103,0.350287
6104,0.385084
6105,0.356079
6106,0.390806
6107,0.410958
6108,0.445599
6109,0.416408
6110,0.451048
6111,0.471118
6112,0.505862
6113,0.476624
6114,0.511426
6115,0.531805
6116,0.566583
6117,0.537285
6118,0.572038
6119,0.591991
6120,0.626686
6121,0.597201
6122,0.631955
6123,0.652222
6124,0.687087
6125,0.344569
6126,0.379404
6127,0.399729
6128,0.434527
6129,0.40541
6130,0.440158
6131,0.460258
6132,0.494984
6133,0.465649
6134,0.500354
6135,0.520519
6136,0.555331
6137,0.526131
6138,0.56096
6139,0.58123
6140,0.615985
6141,0.58676
6142,0.621431
6143,0.64139
6144,0.676052
6145,0.646712
6146,0.681478
6147,0.701808
6148,0.736667
6149,0.707509
6150,0.742395
6151,0.394145
6152,0.428914
6153,0.449166
6154,0.48385
6155,0.454765
6156,0.489447
6157,0.509598
6158,0.544297
6159,0.515075
6160,0.549822
6161,0.570095
6162,0.604861
6163,0.575671
6164,0.610453
6165,0.630655
6166,0.66533
6167,0.636063
6168,0.670721
6169,0.690718
6170,0.725401
6171,0.696187
6172,0.730993
6173,0.751383
6174,0.786235
6175,0.757119
6176,0.791977
6177,0.812303
6178,1.0
6179,0.504062
6180,0.538712
6181,0.558932
6182,0.593638
6183,0.564526
6184,0.599277
6185,0.619606
6186,0.654364
6187,0.625177
6188,0.659904
6189,0.680026
6190,0.714666
6191,0.685346
6192,0.71998
6193,0.740063
6194,0.774778
6195,0.745654
6196,0.780417
6197,0.800857
6198,0.835655
6199,0.806678
6200,0.841441
6201,0.861712
6202,0.89634
6203,0.867081
6204,0.901736
6205,0.553282
6206,0.588016
6207,0.60829
6208,0.643125
6209,0.613934
6210,0.648713
6211,0.669035
6212,0.703821
6213,0.674598
6214,0.709284
6215,0.729318
6216,0.763997
6217,0.734676
6218,0.769318
6219,0.789484
6220,0.824269
6221,0.795082
6222,0.829885
6223,0.850287
6224,0.885084
6225,0.856079
6226,0.890807
6227,0.910958
6228,0.945599
6229,0.916408
6230,0.951048
6231,0.971118
6232,0.657834
6233,0.692698
6234,0.663449
6235,0.698271
6236,0.718527
6237,0.75327
6238,0.723948
6239,0.758655
6240,0.778654
6241,0.813346
6242,0.78406
6243,0.81882
6244,0.839019
6245,0.873833
6246,0.844569
6247,0.879404
6248,0.899729
6249,0.934527
6250,0.90541
6251,0.940158
6252,0.960258
6253,0.994984
6254,0.965649
6255,0.713029
6256,0.747879
6257,0.768032
6258,0.802771
6259,0.773298
6260,0.807963
6261,0.828027
6262,0.862752
6263,0.833477
6264,0.868249
6265,0.888497
6266,0.923289
6267,0.894145
6268,0.928914
6269,0.949166
6270,0.98385
6271,0.954765
6272,0.989447
6273,0.762711
6274,0.797541
6275,0.817583
6276,0.852338
6277,0.822719
6278,0.857396
6279,0.877501
6280,0.912293
6281,0.882955
6282,0.917774
6283,0.938026
6284,0.972841
6285,0.943599
6286,0.978293
6287,0.998447
6288,0.872247
6289,0.907003
6290,0.927147
6291,0.96193
6292,0.932555
6293,0.967419
6294,0.987657
6295,0.99297
6296,0.92171
6297,0.956428
6298,0.976624
6299,0.98228
6300,0.004127
6301,0.005619
6302,0.037961
6303,0.015518
6304,0.047889
6305,0.069036
6306,0.10141
6307,0.01875
6308,0.028426
6309,0.049432
6310,0.081783
6311,0.059247
6312,0.091688
6313,0.11276
6314,0.145095
6315,0.122339
6316,0.154642
6317,0.00898
6318,0.030056
6319,0.062424
6320,0.039827
6321,0.072143
6322,0.093151
6323,0.125537
6324,0.103036
6325,0.135444
6326,0.156517
6327,0.188819
6328,0.166033
6329,0.198359
6330,0.219295
6331,0.251655
6332,0.010742
6333,0.043047
6334,0.020319
6335,0.052691
6336,0.073739
6337,0.106056
6338,0.083537
6339,0.115806
6340,0.136843
6341,0.169269
6342,0.146693
6343,0.179057
6344,0.200176
6345,0.232442
6346,0.209734
6347,0.242096
6348,0.263003
6349,0.295352
6350,0.272658
6351,0.30498
6352,0.023575
6353,0.001082
6354,0.033357
6355,0.054346
6356,0.086664
6357,0.063983
6358,0.09636
6359,0.117385
6360,0.149681
6361,0.127208
6362,0.159573
6363,0.180637
6364,0.213058
6365,0.190369
6366,0.222721
6367,0.243758
6368,0.276107
6369,0.253376
6370,0.285746
6371,0.306657
6372,0.338955
6373,0.316399
6374,0.348729
6375,0.370002
6376,0.402388
6377,0.013888
6378,0.034915
6379,0.067267
6380,0.044647
6381,0.076938
6382,0.097928
6383,0.130314
6384,0.107607
6385,0.139955
6386,0.160988
6387,0.193293
6388,0.170922
6389,0.203293
6390,0.22439
6391,0.256754
6392,0.234087
6393,0.266393
6394,0.287422
6395,0.319784
6396,0.29707
6397,0.329442
6398,0.350403
6399,0.382741
6400,0.360089
6401,0.392488
6402,0.413652
6403,0.446052
6404,0.4234
6405,0.455703
6406,0.025288
6407,0.057709
6408,0.078664
6409,0.110972
6410,0.088272
6411,0.120628
6412,0.141643
6413,0.174054
6414,0.151308
6415,0.183639
6416,0.204691
6417,0.23709
6418,0.21453
6419,0.246945
6420,0.268035
6421,0.300343
6422,0.277711
6423,0.309972
6424,0.331025
6425,0.363396
6426,0.340799
6427,0.373142
6428,0.394161
6429,0.426447
6430,0.403893
6431,0.436294
6432,0.457424
6433,0.489757
6434,0.467066
6435,0.499354
6436,0.520319
6437,0.552691
6438,0.131952
6439,0.164284
6440,0.185359
6441,0.21773
6442,0.195083
6443,0.227395
6444,0.248461
6445,0.28083
6446,0.258286
6447,0.290706
6448,0.311716
6449,0.343995
6450,0.321269
6451,0.35363
6452,0.374672
6453,0.407017
6454,0.384456
6455,0.416721
6456,0.437767
6457,0.470095
6458,0.447582
6459,0.479964
6460,0.501082
6461,0.533357
6462,0.510742
6463,0.543047
6464,0.563983
6465,0.59636
6466,0.573739
6467,0.606056
6468,0.175587
6469,0.207992
6470,0.229032
6471,0.261302
6472,0.238774
6473,0.271092
6474,0.292133
6475,0.324552
6476,0.302045
6477,0.334361
6478,0.355404
6479,0.387688
6480,0.364966
6481,0.397319
6482,0.418321
6483,0.450649
6484,0.428073
6485,0.460361
6486,0.481461
6487,0.513888
6488,0.491203
6489,0.523575
6490,0.544647
6491,0.576938
6492,0.554346
6493,0.586664
6494,0.607607
6495,0.639955
6496,0.617385
6497,0.649681
6498,0.670922
6499,0.703293
6500,0.282483
6501,0.314838
6502,0.335904
6503,0.3683
6504,0.345688
6505,0.377982
6506,0.39903
6507,0.431352
6508,0.408629
6509,0.441015
6510,0.461988
6511,0.49427
6512,0.471748
6513,0.504127
6514,0.525288
6515,0.557709
6516,0.534915
6517,0.567267
6518,0.588272
6519,0.620629
6520,0.597928
6521,0.630314
6522,0.651308
6523,0.683639
6524,0.660988
6525,0.693293
6526,0.71453
6527,0.746945
6528,0.756754
6529,0.326271
6530,0.358682
6531,0.379708
6532,0.412067
6533,0.389354
6534,0.421668
6535,0.442666
6536,0.475061
6537,0.452291
6538,0.484649
6539,0.505619
6540,0.537961
6541,0.515518
6542,1.0
6543,0.569036
6544,0.60141
6545,0.578664
6546,0.610972
6547,0.631952
6548,0.664284
6549,0.641643
6550,0.674054
6551,0.695083
6552,0.727395
6553,0.704691
6554,0.73709
6555,0.758286
6556,0.790706
6557,0.768035
6558,0.800343
6559,0.821269
6560,0.85363
6561,0.433021
6562,0.465319
6563,0.486375
6564,0.51875
6565,0.496072
6566,0.528426
6567,0.549432
6568,0.581783
6569,0.559247
6570,0.591688
6571,0.61276
6572,0.645095
6573,0.622339
6574,0.654642
6575,0.675587
6576,0.707993
6577,0.685359
6578,0.71773
6579,0.738774
6580,0.771092
6581,0.748461
6582,0.78083
6583,0.802045
6584,0.834361
6585,0.811716
6586,0.843995
6587,0.864966
6588,0.897319
6589,0.907017
6590,0.476649
6591,0.50898
6592,0.530056
6593,0.562424
6594,0.539827
6595,0.572143
6596,0.593151
6597,0.625537
6598,0.603036
6599,0.635444
6600,0.656517
6601,0.688819
6602,0.666033
6603,0.698359
6604,0.719295
6605,0.751655
6606,0.729032
6607,0.761302
6608,0.782483
6609,0.814838
6610,0.792133
6611,0.824552
6612,0.845688
6613,0.877982
6614,0.855404
6615,0.887688
6616,0.908629
6617,0.941015
6618,0.918321
6619,0.950649
6620,0.971748
6621,0.583537
6622,0.615806
6623,0.636843
6624,0.669269
6625,0.646693
6626,0.679057
6627,0.700176
6628,0.732442
6629,0.709734
6630,0.742096
6631,0.763003
6632,0.795352
6633,0.772658
6634,0.80498
6635,0.826271
6636,0.858682
6637,0.835904
6638,0.8683
6639,0.889354
6640,0.921668
6641,0.89903
6642,0.931352
6643,0.952291
6644,0.984649
6645,0.961988
6646,0.99427
6647,0.627208
6648,0.659573
6649,0.680637
6650,0.713058
6651,0.690369
6652,0.722721
6653,0.743758
6654,0.776107
6655,0.753376
6656,0.785746
6657,0.806657
6658,0.838955
6659,0.816399
6660,0.848729
6661,0.870002
6662,0.902388
6663,0.879708
6664,0.912067
6665,0.933021
6666,0.965319
6667,0.942666
6668,0.975061
6669,0.996072
6670,0.72439
6671,0.734087
6672,0.766393
6673,0.787422
6674,0.819784
6675,0.79707
6676,0.829442
6677,0.850403
6678,0.882741
6679,0.860089
6680,0.892488
6681,0.913652
6682,0.946052
6683,0.9234
6684,0.955703
6685,0.976649
6686,0.986375
6687,0.777711
6688,0.809972
6689,0.831025
6690,0.863396
6691,0.840799
6692,0.873142
6693,0.894161
6694,0.926447
6695,0.903893
6696,0.936294
6697,0.957424
6698,0.989757
6699,0.967066
6700,0.999354
6701,0.874672
6702,0.884456
6703,0.916721
6704,0.937767
6705,0.970095
6706,0.947582
6707,0.979964
6708,0.928073
6709,0.960361
6710,0.981461
6711,0.991203
6712,0.008471
6713,0.161936
6714,0.08499
6715,0.034375
6716,0.123947
6717,0.188001
6718,0.27753
6719,0.008376
6720,0.046506
6721,0.110717
6722,0.200278
6723,0.149595
6724,0.239133
6725,0.30341
6726,0.393029
6727,0.341487
6728,0.431129
6729,0.49528
6730,0.584967
6731,0.034089
6732,0.12379
6733,0.072399
6734,0.162086
6735,0.225979
6736,0.315592
6737,0.264802
6738,0.354425
6739,0.418897
6740,0.50849
6741,0.457004
6742,0.546591
6743,0.610724
6744,0.700346
6745,0.046591
6746,0.084967
6747,0.149513
6748,0.239188
6749,0.188057
6750,0.277836
6751,0.341568
6752,0.431169
6753,0.38006
6754,0.469819
6755,0.534386
6756,0.624007
6757,0.572544
6758,0.662136
6759,0.726129
6760,0.815749
6761,0.764887
6762,0.854484
6763,0.918944
6764,0.00849
6765,0.072544
6766,0.162136
6767,0.110724
6768,0.200346
6769,0.264887
6770,0.354484
6771,0.303619
6772,0.39303
6773,0.456921
6774,0.546459
6775,0.495453
6776,0.585143
6777,0.649654
6778,0.739217
6779,0.68816
6780,0.77769
6781,0.841641
6782,0.931123
6783,0.880145
6784,0.969796
6785,0.085143
6786,0.034386
6787,0.124007
6788,0.18816
6789,0.27769
6790,0.226129
6791,0.315749
6792,0.380145
6793,0.469796
6794,0.418944
6795,0.508471
6796,0.572462
6797,0.661936
6798,0.610681
6799,0.700227
6800,0.764718
6801,0.854313
6802,0.803481
6803,0.893011
6804,0.95694
6805,0.995418
6806,0.046459
6807,0.110681
6808,0.200227
6809,0.149654
6810,0.239217
6811,0.303481
6812,0.393011
6813,0.341641
6814,0.431123
6815,0.495418
6816,0.58499
6817,0.534375
6818,0.623947
6819,0.688001
6820,0.77753
6821,0.725864
6822,0.815379
6823,0.879753
6824,0.969531
6825,0.918781
6826,0.072462
6827,0.225864
6828,0.315379
6829,0.264718
6830,0.354313
6831,0.418781
6832,0.508376
6833,0.45694
6834,0.546506
6835,0.610717
6836,0.700278
6837,0.649595
6838,0.739133
6839,0.80341
6840,0.893029
6841,0.841487
6842,0.931129
6843,0.99528
6844,0.379753
6845,0.469531
6846,0.534089
6847,0.62379
6848,0.572399
6849,0.662086
6850,0.725979
6851,0.815592
6852,0.764802
6853,0.854425
6854,0.918897
6855,0.957004
6856,0.649513
6857,0.739188
6858,0.688057
6859,0.777836
6860,0.841568
6861,0.931169
6862,0.88006
6863,0.969819
6864,0.803619
6865,0.89303
6866,0.956921
6867,0.995453
6868,0.001476
6869,0.050507
6870,0.020631
6871,0.007912
6872,0.035552
6873,0.056962
6874,0.084579
6875,0.005591
6876,0.02703
6877,0.054575
6878,0.041986
6879,0.069585
6880,0.090987
6881,0.118582
6882,0.105927
6883,0.133589
6884,0.154909
6885,0.182515
6886,0.024291
6887,0.011875
6888,0.039372
6889,0.060804
6890,0.08831
6891,0.075922
6892,0.103487
6893,0.124933
6894,0.15242
6895,0.139975
6896,0.167557
6897,0.188874
6898,0.216367
6899,0.203871
6900,0.231457
6901,0.009108
6902,0.030508
6903,0.057963
6904,0.045619
6905,0.073107
6906,0.094548
6907,0.121985
6908,0.109724
6909,0.13721
6910,0.158614
6911,0.186058
6912,0.173853
6913,0.201337
6914,0.22264
6915,0.250129
6916,0.237788
6917,0.265292
6918,0.286677
6919,0.314179
6920,0.000348
6921,0.027827
6922,0.015385
6923,0.042847
6924,0.064215
6925,0.091659
6926,0.0793
6927,0.106728
6928,0.128123
6929,0.155554
6930,0.14338
6931,0.17084
6932,0.192205
6933,0.219647
6934,0.207559
6935,0.234998
6936,0.25638
6937,0.283824
6938,0.271533
6939,0.298971
6940,0.320339
6941,0.347799
6942,0.335404
6943,0.362888
6944,0.384222
6945,0.411668
6946,0.012765
6947,0.034117
6948,0.06154
6949,0.049082
6950,0.076518
6951,0.097888
6952,0.125291
6953,0.112967
6954,0.140416
6955,0.161769
6956,0.189201
6957,0.177015
6958,0.204478
6959,0.225797
6960,0.253278
6961,0.241098
6962,0.268574
6963,0.289947
6964,0.317466
6965,0.305154
6966,0.332652
6967,0.354044
6968,0.38146
6969,0.369046
6970,0.396505
6971,0.417892
6972,0.445292
6973,0.460383
6974,0.003971
6975,0.031459
6976,0.018988
6977,0.046452
6978,0.067842
6979,0.095332
6980,0.082827
6981,0.110277
6982,0.131551
6983,0.159081
6984,0.1467
6985,0.174162
6986,0.195426
6987,0.222935
6988,0.210617
6989,0.238103
6990,0.259393
6991,0.286915
6992,0.27469
6993,0.302177
6994,0.323643
6995,0.351129
6996,0.338874
6997,0.366345
6998,0.387709
6999,0.415172
7000,0.402756
7001,0.430225
7002,0.451525
7003,0.478983
7004,0.466621
7005,0.494075
7006,0.515385
7007,0.542847
7008,0.016353
7009,0.037777
7010,0.065371
7011,0.052779
7012,0.080357
7013,0.101671
7014,0.129269
7015,0.11664
7016,0.144177
7017,0.165407
7018,0.19302
7019,0.180361
7020,0.207912
7021,0.229217
7022,0.256771
7023,0.244386
7024,0.271882
7025,0.293223
7026,0.320783
7027,0.308346
7028,0.33583
7029,0.357299
7030,0.384765
7031,0.372501
7032,0.399983
7033,0.421358
7034,0.448805
7035,0.436512
7036,0.463975
7037,0.48532
7038,0.512765
7039,0.500348
7040,0.527827
7041,0.549082
7042,0.576518
7043,0.564215
7044,0.591659
7045,0.640416
7046,0.022819
7047,0.07184
7048,0.099436
7049,0.08667
7050,0.114304
7051,0.135626
7052,0.163279
7053,0.150585
7054,0.178245
7055,0.199442
7056,0.227037
7057,0.214299
7058,0.241871
7059,0.263113
7060,0.290689
7061,0.278182
7062,0.305738
7063,0.327156
7064,0.354685
7065,0.342092
7066,0.369593
7067,0.391025
7068,0.418529
7069,0.406185
7070,0.433677
7071,0.455029
7072,0.482548
7073,0.470201
7074,0.497685
7075,0.518988
7076,0.546452
7077,0.534117
7078,0.56154
7079,0.582827
7080,0.610277
7081,0.597888
7082,0.625291
7083,0.6467
7084,0.674162
7085,0.120811
7086,0.148442
7087,0.169735
7088,0.197378
7089,0.184549
7090,0.212149
7091,0.233414
7092,0.261068
7093,0.248272
7094,0.275864
7095,0.297129
7096,0.324728
7097,0.312107
7098,0.339663
7099,0.361065
7100,0.38864
7101,0.375973
7102,0.403526
7103,0.424889
7104,0.452438
7105,0.439885
7106,0.467406
7107,0.488801
7108,0.516353
7109,0.503971
7110,1.0
7111,0.552779
7112,0.580357
7113,0.567842
7114,0.595332
