,Calculated atomic coordinates u'
5367,0.103278
5368,0.126357
5369,0.094847
5370,0.113575
5371,0.085116
5372,0.076867
5373,0.092739
5374,0.079195
5375,0.20405
5376,0.168759
5377,0.225408
5378,0.189711
5379,0.420597
5380,0.370929
5381,0.452009
5382,0.401124
5383,0.665337
5384,0.615744
5385,0.693416
5386,0.645115
5387,0.851826
5388,0.820734
5389,0.867485
5390,0.839543
5391,0.927534
5392,0.924218
5393,0.927639
5394,0.927483
5395,0.856441
5396,0.882445
5397,0.837555
5398,0.865184
5399,0.668936
5400,0.715348
5401,0.639934
5402,0.687746
5403,0.425626
5404,0.477024
5405,0.394524
5406,0.445917
5407,0.206302
5408,0.245349
5409,0.184538
5410,0.220863
5411,0.087052
5412,0.101124
5413,0.079316
5414,0.091734
5415,0.102007
5416,0.086837
5417,0.115388
5418,0.094937
5419,0.252423
5420,0.213282
5421,0.277936
5422,0.234041
5423,0.482758
5424,0.430111
5425,0.512842
5426,0.461099
5427,0.719465
5428,0.673356
5429,0.744575
5430,0.700731
5431,0.88373
5432,0.859773
5433,0.896721
5434,0.873643
5435,0.923348
5436,0.925822
5437,0.914884
5438,0.923133
5439,0.817029
5440,0.848503
5441,0.79595
5442,0.83124
5443,0.610152
5444,0.659628
5445,0.579403
5446,0.629071
5447,0.364449
5448,0.414236
5449,0.334663
5450,0.384256
5451,0.165509
5452,0.199764
5453,0.148174
5454,0.179266
5455,0.076168
5456,0.083273
5457,0.072466
5458,0.075782
5459,0.129547
5460,0.104893
5461,0.143559
5462,0.117555
5463,0.303104
5464,0.258424
5465,0.331064
5466,0.284652
5467,0.543957
5468,0.49206
5469,0.574374
5470,0.522976
5471,0.77107
5472,0.728967
5473,0.793698
5474,0.754651
5475,0.905153
5476,0.886425
5477,0.912948
5478,0.907261
5479,0.920805
5480,0.897993
5481,0.913163
5482,0.774592
5483,0.810288
5484,0.747576
5485,0.786718
5486,0.547991
5487,0.598876
5488,0.517242
5489,0.569889
5490,0.306583
5491,0.354885
5492,0.280535
5493,0.326644
5494,0.132515
5495,0.160457
5496,0.11627
5497,0.140227
5498,0.072517
5499,0.072361
5500,0.076652
5501,0.074178
5502,0.162445
5503,0.134816
5504,0.182971
5505,0.151497
5506,0.360066
5507,0.312253
5508,0.389848
5509,0.340372
5510,0.605476
5511,0.554083
5512,0.635551
5513,0.585764
5514,0.815462
5515,0.884612
5516,0.905063
5517,0.870453
5518,0.895107
5519,0.722064
5520,0.765959
5521,0.696896
5522,0.741576
5523,0.487158
5524,0.538901
5525,0.456043
5526,0.50794
5527,0.255425
5528,0.299269
5529,0.22893
5530,0.271032
5531,0.103278
5532,0.126357
5533,0.094847
5534,0.113575
5535,0.085117
5536,0.076867
5537,0.09274
5538,0.079195
5539,0.20405
5540,0.16876
5541,0.225408
5542,0.189712
5543,0.420597
5544,0.370929
5545,0.452009
5546,0.927483
5547,0.856441
5548,0.882445
5549,0.837555
5550,0.865184
5551,0.668936
5552,0.715348
5553,0.639934
5554,0.687747
5555,0.425626
5556,0.477024
5557,0.394524
5558,0.445917
5559,0.206302
5560,0.245348
5561,0.184538
5562,0.220863
5563,0.087052
5564,0.101124
5565,0.079316
5566,0.091734
5567,0.102007
5568,0.086837
5569,0.115389
5570,0.094937
5571,0.252424
5572,0.213282
5573,0.923348
5574,0.925822
5575,0.914884
5576,0.923133
5577,0.817029
5578,0.848503
5579,0.79595
5580,0.831241
5581,0.610152
5582,0.659628
5583,0.579403
5584,0.629071
5585,0.364449
5586,0.414235
5587,0.334663
5588,0.384255
5589,0.165509
5590,0.199764
5591,0.148174
5592,0.179266
5593,0.076168
5594,0.083273
5595,0.072467
5596,0.129547
5597,0.907261
5598,0.920805
5599,0.897993
5600,0.913163
5601,0.774592
5602,0.810289
5603,0.747576
5604,0.786718
5605,0.547991
5606,0.598876
5607,0.517242
5608,0.569889
5609,0.306583
5610,0.354885
5611,0.280535
5612,0.326644
5613,0.132515
5614,0.160457
5615,0.884612
5616,0.905063
5617,0.870453
5618,0.895107
5619,0.722064
5620,0.765959
5621,0.696896
5622,0.741576
5623,0.487158
5624,0.538901
5625,0.456044
5626,0.50794
5627,0.255425
5628,0.927483
5629,0.856441
5630,0.882445
5631,0.837555
5632,0.865184
5633,0.668936
5634,0.715348
5635,0.923348
5636,0.925822
5637,0.914884
5638,0.923133
5639,0.817029
5640,0.908331
5641,0.848019
5642,0.813203
5643,0.927035
5644,0.913054
5645,0.930176
5646,0.920014
5647,0.448882
5648,0.697538
5649,0.647625
5650,0.714136
5651,0.664824
5652,0.858857
5653,0.826242
5654,0.868996
5655,0.836524
5656,0.932876
5657,0.924441
5658,0.932964
5659,0.926649
5660,0.325556
5661,0.276046
5662,0.522011
5663,0.466926
5664,0.540296
5665,0.485245
5666,0.729753
5667,0.681124
5668,0.744385
5669,0.697005
5670,0.87755
5671,0.847536
5672,0.885972
5673,0.857868
5674,0.929365
5675,0.931991
5676,0.132626
5677,0.177794
5678,0.14501
5679,0.342272
5680,0.292193
5681,0.359566
5682,0.309078
5683,0.558267
5684,0.503107
5685,0.575985
5686,0.520727
5687,0.758948
5688,0.712495
5689,0.773237
5690,0.729043
5691,0.893295
5692,0.868245
5693,0.900923
5694,0.877894
5695,0.933821
5696,0.091669
5697,0.080818
5698,0.069881
5699,0.088062
5700,0.073645
5701,0.191867
5702,0.156311
5703,0.205053
5704,0.167507
5705,0.376807
5706,0.325337
5707,0.39388
5708,0.340927
5709,0.592959
5710,0.538362
5711,0.610629
5712,0.556343
5713,0.788333
5714,0.745214
5715,0.801565
5716,0.759806
5717,0.908904
5718,0.886746
5719,0.913389
5720,0.893357
5721,0.151981
5722,0.186797
5723,0.072965
5724,0.086946
5725,0.069824
5726,0.079986
5727,0.093938
5728,0.078317
5729,0.102492
5730,0.083763
5731,0.217582
5732,0.177943
5733,0.23026
5734,0.189346
5735,0.411067
5736,0.357906
5737,0.428798
5738,0.375327
5739,0.62902
5740,0.575467
5741,0.646826
5742,0.593921
5743,0.813341
5744,0.774129
5745,0.82639
5746,0.788782
5747,0.918025
5748,0.900952
5749,0.924146
5750,0.551118
5751,0.302462
5752,0.352375
5753,0.285864
5754,0.335176
5755,0.141143
5756,0.173758
5757,0.131004
5758,0.163476
5759,0.067124
5760,0.075559
5761,0.067036
5762,0.073351
5763,0.108389
5764,0.08662
5765,0.113371
5766,0.091172
5767,0.245357
5768,0.202909
5769,0.259676
5770,0.214753
5771,0.447889
5772,0.393629
5773,0.466474
5774,0.411632
5775,0.664562
5776,0.611863
5777,0.681588
5778,0.630068
5779,0.837359
5780,0.800921
5781,0.674444
5782,0.723954
5783,0.477989
5784,0.533074
5785,0.459704
5786,0.514755
5787,0.270246
5788,0.318876
5789,0.255615
5790,0.302995
5791,0.12245
5792,0.152465
5793,0.114028
5794,0.142132
5795,0.067436
5796,0.070636
5797,0.067022
5798,0.068009
5799,0.1226
5800,0.098198
5801,0.131698
5802,0.106745
5803,0.27484
5804,0.229951
5805,0.291714
5806,0.245821
5807,0.484681
5808,0.430063
5809,0.503784
5810,0.867374
5811,0.822206
5812,0.85499
5813,0.657728
5814,0.707807
5815,0.640434
5816,0.690922
5817,0.441733
5818,0.496893
5819,0.424015
5820,0.479273
5821,0.241052
5822,0.287505
5823,0.226763
5824,0.270957
5825,0.106705
5826,0.131755
5827,0.099077
5828,0.122106
5829,0.067656
5830,0.066179
5831,0.069344
5832,0.066455
5833,0.144019
5834,0.115789
5835,0.155151
5836,0.124023
5837,0.308888
5838,0.260972
5839,0.919182
5840,0.930119
5841,0.911939
5842,0.926355
5843,0.808133
5844,0.843689
5845,0.794947
5846,0.832493
5847,0.623193
5848,0.674663
5849,0.60612
5850,0.659073
5851,0.407041
5852,0.461638
5853,0.389371
5854,0.443657
5855,0.211667
5856,0.254786
5857,0.198435
5858,0.240194
5859,0.091096
5860,0.113254
5861,0.086611
5862,0.106643
5863,0.073079
5864,0.067877
5865,0.076613
5866,0.06762
5867,0.165368
5868,0.906062
5869,0.921683
5870,0.897508
5871,0.916237
5872,0.782418
5873,0.822057
5874,0.76974
5875,0.810654
5876,0.588933
5877,0.642094
5878,0.571202
5879,0.624673
5880,0.37098
5881,0.424533
5882,0.353174
5883,0.406079
5884,0.186659
5885,0.225871
5886,0.17361
5887,0.211218
5888,0.081975
5889,0.099048
5890,0.075854
5891,0.891611
5892,0.91338
5893,0.886629
5894,0.908828
5895,0.754643
5896,0.797091
5897,0.740324
5898,0.785247
5899,0.552111
5900,0.606371
5901,0.533526
5902,0.588368
5903,0.335438
5904,0.388137
5905,0.318412
5906,0.369932
5907,0.162641
5908,0.199079
5909,0.932565
5910,0.932978
5911,0.8774
5912,0.901802
5913,0.868302
5914,0.893255
5915,0.72516
5916,0.770049
5917,0.708286
5918,0.754179
5919,0.515319
5920,0.569937
5921,0.496216
5922,0.932344
5923,0.930656
5924,0.933545
5925,0.855981
5926,0.884211
5927,0.844849
5928,0.875977
5929,0.691112
5930,0.739028
5931,0.926921
5932,0.932123
5933,0.923387
5934,0.93238
5935,0.834632
5936,0.766428
5937,0.895939
5938,0.646953
5939,0.633355
5940,0.8458
5941,0.837066
5942,0.888805
5943,0.883599
5944,0.172357
5945,0.163269
5946,0.385827
5947,0.372008
5948,0.495834
5949,0.480215
5950,0.743257
5951,0.730537
5952,0.82012
5953,0.810988
5954,0.90156
5955,0.193243
5956,0.093756
5957,0.104563
5958,0.099972
5959,0.248566
5960,0.236076
5961,0.343549
5962,0.329924
5963,0.604385
5964,0.590208
5965,0.706174
5966,0.694623
5967,0.873941
5968,0.868632
5969,0.900249
5970,0.90029
5971,0.677572
5972,0.418261
5973,0.300203
5974,0.311258
5975,0.124732
5976,0.129032
5977,0.093793
5978,0.096056
5979,0.146591
5980,0.141034
5981,0.215677
5982,0.206204
5983,0.451886
5984,0.437738
5985,0.563786
5986,0.550621
5987,0.792682
5988,0.784412
5989,0.858076
5990,0.853314
5991,0.859847
5992,0.788983
5993,0.798578
5994,0.556842
5995,0.569556
5996,0.443518
5997,0.45642
5998,0.208588
5999,0.217536
6000,0.14097
6001,0.148192
6002,0.09681
6003,0.095788
6004,0.129534
6005,0.124804
6006,0.304913
6007,0.293815
6008,0.411634
6009,0.398626
6010,0.671617
6011,0.658946
6012,0.76553
6013,0.753985
6014,0.898438
6015,0.894541
6016,0.900397
6017,0.90304
6018,0.873014
6019,0.876735
6020,0.700742
6021,0.711709
6022,0.595025
6023,0.608768
6024,0.334567
6025,0.3477
6026,0.239415
6027,0.251657
6028,0.101531
6029,0.106537
6030,0.095614
6031,0.095203
6032,0.188953
6033,0.181014
6034,0.271293
6035,0.259461
6036,0.523729
6037,0.509848
6038,0.633326
6039,0.619924
6040,0.836279
6041,0.827362
6042,0.882495
6043,0.879939
6044,0.902685
6045,0.814005
6046,0.82252
6047,0.73464
6048,0.745072
6049,0.484167
6050,0.498577
6051,0.374909
6052,0.3894
6053,0.165335
6054,0.174638
6055,0.117507
6056,0.123731
6057,0.116421
6058,0.112597
6059,0.165637
6060,0.158689
6061,0.371658
6062,0.358787
6063,0.482415
6064,0.469412
6065,0.731072
6066,0.720851
6067,0.813446
6068,0.806757
6069,0.904131
6070,0.906244
6071,0.883887
6072,0.887422
6073,0.836988
6074,0.845757
6075,0.635532
6076,0.649911
6077,0.528299
6078,0.543688
6079,0.276497
6080,0.289867
6081,0.195625
6082,0.207164
6083,0.097501
6084,0.100662
6085,0.107562
6086,0.104335
6087,0.23855
6088,0.229692
6089,0.334488
6090,0.322427
6091,0.594195
6092,0.581739
6093,0.699797
6094,0.688742
6095,0.875268
6096,0.870968
6097,0.906207
6098,0.903944
6099,0.897478
6100,0.901425
6101,0.767617
6102,0.779676
6103,0.678465
6104,0.692383
6105,0.419363
6106,0.434338
6107,0.316339
6108,0.328016
6109,0.138059
6110,0.143493
6111,0.102887
6112,0.104061
6113,0.146445
6114,0.140153
6115,0.211017
6116,0.201422
6117,0.443158
6118,0.430445
6119,0.556482
6120,0.54358
6121,0.791412
6122,0.782464
6123,0.85903
6124,0.851808
6125,0.862472
6126,0.869184
6127,0.8018
6128,0.811574
6129,0.5735
6130,0.587566
6131,0.461867
6132,0.476085
6133,0.224353
6134,0.233572
6135,0.1542
6136,0.162934
6137,0.099603
6138,0.09696
6139,0.126986
6140,0.123265
6141,0.299258
6142,0.288291
6143,0.404975
6144,0.391232
6145,0.665433
6146,0.6523
6147,0.760585
6148,0.748343
6149,0.898469
6150,0.893463
6151,0.904128
6152,0.9031
6153,0.879448
6154,0.883622
6155,0.717472
6156,0.728714
6157,0.614173
6158,0.627992
6159,0.353047
6160,0.366645
6161,0.256743
6162,0.269463
6163,0.111195
6164,0.116401
6165,0.097315
6166,0.09844
6167,0.185995
6168,0.17748
6169,0.26536
6170,0.254928
6171,0.515833
6172,0.501423
6173,0.625091
6174,0.6106
6175,0.834665
6176,0.825362
6177,0.882493
6178,0.876269
6179,0.827643
6180,0.836731
6181,0.751434
6182,0.763924
6183,0.504166
6184,0.519785
6185,0.395615
6186,0.409792
6187,0.17988
6188,0.189012
6189,0.126059
6190,0.131368
6191,0.116113
6192,0.112578
6193,0.163012
6194,0.154243
6195,0.364468
6196,0.350089
6197,0.471701
6198,0.456312
6199,0.723503
6200,0.710133
6201,0.804375
6202,0.792836
6203,0.902499
6204,0.899338
6205,0.895437
6206,0.900028
6207,0.853409
6208,0.858966
6209,0.656451
6210,0.670076
6211,0.548114
6212,0.562262
6213,0.293826
6214,0.305377
6215,0.207318
6216,0.215587
6217,0.099751
6218,0.09971
6219,0.102522
6220,0.098575
6221,0.232383
6222,0.220324
6223,0.321535
6224,0.307617
6225,0.580637
6226,0.565662
6227,0.683661
6228,0.671984
6229,0.861941
6230,0.856507
6231,0.897113
6232,0.90319
6233,0.904212
6234,0.784323
6235,0.793796
6236,0.695087
6237,0.706185
6238,0.436214
6239,0.449379
6240,0.328383
6241,0.341054
6242,0.141924
6243,0.146686
6244,0.101562
6245,0.105459
6246,0.137528
6247,0.130816
6248,0.1982
6249,0.188426
6250,0.4265
6251,0.412434
6252,0.538133
6253,0.523915
6254,0.775647
6255,0.870466
6256,0.875196
6257,0.811047
6258,0.818986
6259,0.588366
6260,0.601374
6261,0.476271
6262,0.490152
6263,0.23447
6264,0.246015
6265,0.163721
6266,0.172638
6267,0.095872
6268,0.0969
6269,0.120552
6270,0.116378
6271,0.282528
6272,0.271286
6273,0.904386
6274,0.904797
6275,0.883579
6276,0.887403
6277,0.728707
6278,0.74054
6279,0.628342
6280,0.641213
6281,0.366674
6282,0.380076
6283,0.268928
6284,0.279149
6285,0.117505
6286,0.120061
6287,0.095869
6288,0.834363
6289,0.841311
6290,0.76145
6291,0.770308
6292,0.517585
6293,0.530588
6294,0.405806
6295,0.186554
6296,0.892438
6297,0.895665
6298,0.853555
6299,0.665512
6300,0.904945
6301,0.676179
6302,0.652838
6303,0.856633
6304,0.842041
6305,0.890288
6306,0.880049
6307,0.194602
6308,0.406707
6309,0.518584
6310,0.491847
6311,0.749709
6312,0.728134
6313,0.810529
6314,0.792525
6315,0.906261
6316,0.902566
6317,0.094891
6318,0.123112
6319,0.113603
6320,0.279763
6321,0.258018
6322,0.356425
6323,0.331468
6324,0.602954
6325,0.576831
6326,0.682581
6327,0.659633
6328,0.857468
6329,0.845637
6330,0.893767
6331,0.887536
6332,0.224134
6333,0.24277
6334,0.100821
6335,0.105217
6336,0.088112
6337,0.08684
6338,0.16323
6339,0.146309
6340,0.216612
6341,0.199603
6342,0.439285
6343,0.414706
6344,0.527023
6345,0.502648
6346,0.756143
6347,0.737752
6348,0.82025
6349,0.805633
6350,0.913124
6351,0.910575
6352,0.713178
6353,0.447892
6354,0.472932
6355,0.362418
6356,0.385228
6357,0.165217
6358,0.180029
6359,0.12008
6360,0.129684
6361,0.094489
6362,0.090194
6363,0.123459
6364,0.115882
6365,0.287118
6366,0.266192
6367,0.366951
6368,0.344843
6369,0.614999
6370,0.592181
6371,0.698365
6372,0.675991
6373,0.869154
6374,0.856638
6375,0.900257
6376,0.892958
6377,0.87636
6378,0.816296
6379,0.832007
6380,0.609427
6381,0.633053
6382,0.521286
6383,0.545064
6384,0.281756
6385,0.302229
6386,0.210846
6387,0.229922
6388,0.093467
6389,0.100438
6390,0.089174
6391,0.090842
6392,0.168844
6393,0.155414
6394,0.228679
6395,0.211279
6396,0.455267
6397,0.430923
6398,0.543963
6399,0.51876
6400,0.769519
6401,0.750192
6402,0.829199
6403,0.81218
6404,0.910903
6405,0.907888
6406,0.910704
6407,0.911162
6408,0.893082
6409,0.898423
6410,0.754083
6411,0.772249
6412,0.677236
6413,0.698574
6414,0.432192
6415,0.45642
6416,0.346689
6417,0.370869
6418,0.156651
6419,0.17241
6420,0.11966
6421,0.128731
6422,0.102072
6423,0.09752
6424,0.132005
6425,0.122512
6426,0.301377
6427,0.280243
6428,0.382222
6429,0.356546
6430,0.629173
6431,0.603611
6432,0.707037
6433,0.683495
6434,0.871421
6435,0.859346
6436,0.899179
6437,0.894783
6438,0.857074
6439,0.868332
6440,0.805696
6441,0.822734
6442,0.593061
6443,0.618134
6444,0.506868
6445,0.533611
6446,0.270532
6447,0.293103
6448,0.205231
6449,0.223809
6450,0.096081
6451,0.099707
6452,0.089341
6453,0.086561
6454,0.179816
6455,0.162802
6456,0.236712
6457,0.216135
6458,0.466329
6459,0.439834
6460,0.552108
6461,0.527068
6462,0.775866
6463,0.75723
6464,0.834783
6465,0.819971
6466,0.911888
6467,0.91316
6468,0.906433
6469,0.910383
6470,0.89077
6471,0.899588
6472,0.742072
6473,0.76382
6474,0.667088
6475,0.689998
6476,0.422029
6477,0.447346
6478,0.339467
6479,0.36184
6480,0.151845
6481,0.164548
6482,0.110571
6483,0.118697
6484,0.101004
6485,0.094276
6486,0.133883
6487,0.12364
6488,0.308714
6489,0.286822
6490,0.390573
6491,0.366947
6492,0.637582
6493,0.614772
6494,0.718244
6495,0.697771
6496,0.87992
6497,0.870316
6498,0.906533
6499,0.899562
6500,0.854077
6501,0.864676
6502,0.7984
6503,0.815141
6504,0.584158
6505,0.608239
6506,0.496156
6507,0.520643
6508,0.260634
6509,0.280225
6510,0.192092
6511,0.210585
6512,0.089257
6513,0.095055
6514,0.089296
6515,0.088838
6516,0.183704
6517,0.167993
6518,0.245917
6519,0.227751
6520,0.478714
6521,0.454936
6522,0.567808
6523,0.54358
6524,0.789154
6525,0.770078
6526,0.843349
6527,0.82759
6528,0.909158
6529,0.908904
6530,0.911
6531,0.884072
6532,0.892071
6533,0.732833
6534,0.753017
6535,0.655164
6536,0.677287
6537,0.407733
6538,0.432352
6539,0.323821
6540,0.347162
6541,0.143367
6542,0.157959
6543,0.109712
6544,0.119951
6545,0.106918
6546,0.101577
6547,0.142926
6548,0.131668
6549,0.322764
6550,0.301426
6551,0.406939
6552,0.381866
6553,0.653311
6554,0.629131
6555,0.729468
6556,0.706897
6557,0.88034
6558,0.871269
6559,0.903919
6560,0.900293
6561,0.844315
6562,0.855947
6563,0.788641
6564,0.805399
6565,0.569236
6566,0.593293
6567,0.481416
6568,0.508153
6569,0.250291
6570,0.271866
6571,0.189471
6572,0.207475
6573,0.093738
6574,0.097434
6575,0.093566
6576,0.089617
6577,0.194304
6578,0.177266
6579,0.257929
6580,0.23618
6581,0.493132
6582,0.466389
6583,0.577971
6584,0.552654
6585,0.794769
6586,0.776191
6587,0.848155
6588,0.835452
6589,0.913439
6590,0.901723
6591,0.905109
6592,0.876888
6593,0.886397
6594,0.720237
6595,0.741982
6596,0.643575
6597,0.668532
6598,0.397046
6599,0.423169
6600,0.317419
6601,0.340367
6602,0.142532
6603,0.154363
6604,0.106233
6605,0.112464
6606,0.10923
6607,0.100412
6608,0.145923
6609,0.135324
6610,0.332912
6611,0.310002
6612,0.415842
6613,0.391761
6614,0.660533
6615,0.63816
6616,0.739366
6617,0.719775
6618,0.889429
6619,0.881303
6620,0.910743
6621,0.83677
6622,0.853691
6623,0.783388
6624,0.800397
6625,0.560715
6626,0.585294
6627,0.472977
6628,0.497351
6629,0.243856
6630,0.262247
6631,0.17975
6632,0.194367
6633,0.086876
6634,0.089425
6635,0.091096
6636,0.089
6637,0.2016
6638,0.184859
6639,0.267167
6640,0.246983
6641,0.503844
6642,0.479357
6643,0.592267
6644,0.567648
6645,0.807908
6646,0.789415
6647,0.905511
6648,0.909806
6649,0.876541
6650,0.884118
6651,0.712882
6652,0.733808
6653,0.633049
6654,0.655157
6655,0.385001
6656,0.407819
6657,0.301635
6658,0.324009
6659,0.130846
6660,0.143362
6661,0.099743
6662,0.107042
6663,0.115928
6664,0.107929
6665,0.155684
6666,0.144053
6667,0.344836
6668,0.322713
6669,0.430764
6670,0.910826
6671,0.831156
6672,0.844586
6673,0.771321
6674,0.788721
6675,0.544733
6676,0.569077
6677,0.456037
6678,0.48124
6679,0.230481
6680,0.249808
6681,0.170801
6682,0.18782
6683,0.089097
6684,0.092112
6685,0.098278
6686,0.211359
6687,0.897928
6688,0.90248
6689,0.867995
6690,0.877488
6691,0.698623
6692,0.719757
6693,0.617778
6694,0.643454
6695,0.370827
6696,0.396389
6697,0.292963
6698,0.316505
6699,0.128579
6700,0.140654
6701,0.910659
6702,0.820184
6703,0.837198
6704,0.763288
6705,0.783865
6706,0.533671
6707,0.560166
6708,0.898996
6709,0.905724
6710,0.866117
6711,0.691286
6712,0.913575
6713,0.919677
6714,0.676848
6715,0.86941
6716,0.8521
6717,0.895701
6718,0.881511
6719,0.23311
6720,0.445442
6721,0.546886
6722,0.512594
6723,0.76362
6724,0.735169
6725,0.809996
6726,0.786285
6727,0.91142
6728,0.903003
6729,0.920419
6730,0.918359
6731,0.144147
6732,0.126841
6733,0.318254
6734,0.288257
6735,0.380285
6736,0.348071
6737,0.613178
6738,0.579456
6739,0.67641
6740,0.644529
6741,0.84954
6742,0.829745
6743,0.880663
6744,0.866065
6745,0.170255
6746,0.081641
6747,0.084074
6748,0.081632
6749,0.185787
6750,0.164674
6751,0.234517
6752,0.210064
6753,0.445622
6754,0.412056
6755,0.512875
6756,0.478973
6757,0.734702
6758,0.706041
6759,0.787341
6760,0.76324
6761,0.903597
6762,0.895431
6763,0.91782
6764,0.355471
6765,0.265298
6766,0.293959
6767,0.119337
6768,0.133935
6769,0.096403
6770,0.104569
6771,0.101921
6772,0.093796
6773,0.131601
6774,0.11725
6775,0.289139
6776,0.260657
6777,0.348805
6778,0.317892
6779,0.580333
6780,0.546321
6781,0.646022
6782,0.612788
6783,0.833153
6784,0.81116
6785,0.739343
6786,0.487125
6787,0.521027
6788,0.419667
6789,0.453679
6790,0.212659
6791,0.23676
6792,0.166847
6793,0.18884
6794,0.08218
6795,0.086425
6796,0.082543
6797,0.080323
6798,0.166939
6799,0.146555
6800,0.209846
6801,0.18621
6802,0.412779
6803,0.379668
6804,0.479284
6805,0.707113
6806,0.88275
6807,0.833061
6808,0.853445
6809,0.651195
6810,0.682108
6811,0.587221
6812,0.620332
6813,0.353978
6814,0.387212
6815,0.292887
6816,0.323152
6817,0.13059
6818,0.1479
6819,0.104299
6820,0.118489
6821,0.093567
6822,0.086533
6823,0.114902
6824,0.100625
6825,0.260302
6826,0.917457
6827,0.906433
6828,0.913467
6829,0.790154
6830,0.81379
6831,0.739698
6832,0.76689
6833,0.520716
6834,0.554558
6835,0.453114
6836,0.487406
6837,0.23638
6838,0.264831
6839,0.190004
6840,0.213715
6841,0.08858
6842,0.096997
6843,0.079581
6844,0.885098
6845,0.899375
6846,0.855853
6847,0.873159
6848,0.681746
6849,0.711743
6850,0.619715
6851,0.651929
6852,0.386822
6853,0.420544
6854,0.32359
6855,0.15046
6856,0.915926
6857,0.918368
6858,0.814213
6859,0.835326
6860,0.765483
6861,0.789936
6862,0.554378
6863,0.587944
6864,0.898079
6865,0.906204
6866,0.868399
6867,0.710861
6868,0.925586
6869,0.932816
6870,0.702836
6871,0.883877
6872,0.864588
6873,0.905371
6874,0.889205
6875,0.489523
6876,0.579498
6877,0.539342
6878,0.778967
6879,0.746736
6880,0.815323
6881,0.785411
6882,0.920645
6883,0.907751
6884,0.930558
6885,0.922708
6886,0.156361
6887,0.361736
6888,0.324261
6889,0.409502
6890,0.370585
6891,0.628747
6892,0.589145
6893,0.6753
6894,0.635942
6895,0.844847
6896,0.818367
6897,0.871175
6898,0.847684
6899,0.931906
6900,0.927318
6901,0.078616
6902,0.096548
6903,0.085954
6904,0.216925
6905,0.188369
6906,0.255116
6907,0.222795
6908,0.458738
6909,0.417457
6910,0.507036
6911,0.465555
6912,0.717698
6913,0.680626
6914,0.757975
6915,0.72403
6916,0.891882
6917,0.873369
6918,0.907142
6919,0.893602
6920,0.185661
6921,0.215337
6922,0.086687
6923,0.096202
6924,0.077243
6925,0.083899
6926,0.115937
6927,0.100153
6928,0.139098
6929,0.118026
6930,0.295168
6931,0.259171
6932,0.338612
6933,0.301218
6934,0.554902
6935,0.51415
6936,0.603963
6937,0.563831
6938,0.795097
6939,0.764663
6940,0.827803
6941,0.80082
6942,0.919609
6943,0.910105
6944,0.925019
6945,0.919682
6946,0.409689
6947,0.324318
6948,0.362852
6949,0.155759
6950,0.1812
6951,0.130509
6952,0.152188
6953,0.075663
6954,0.07715
6955,0.078437
6956,0.073415
6957,0.165093
6958,0.140557
6959,0.196903
6960,0.169411
6961,0.385058
6962,0.34594
6963,0.43332
6964,0.393769
6965,0.651665
6966,0.613132
6967,0.697252
6968,0.659792
6969,0.855927
6970,0.831314
6971,0.879212
6972,0.860424
6973,0.92254
6974,0.745744
6975,0.779426
6976,0.539879
6977,0.580943
6978,0.490973
6979,0.531467
6980,0.280369
6981,0.315788
6982,0.238623
6983,0.269543
6984,0.109502
6985,0.123259
6986,0.088067
6987,0.098219
6988,0.086782
6989,0.077658
6990,0.103433
6991,0.091547
6992,0.233164
6993,0.203394
6994,0.274071
6995,0.240076
6996,0.483675
6997,0.442813
6998,0.532805
6999,0.49229
7000,0.739015
7001,0.705146
7002,0.77901
7003,0.747356
7004,0.899056
7005,0.884334
7006,0.913313
7007,0.903798
7008,0.904396
7009,0.865884
7010,0.887242
7011,0.704151
7012,0.739771
7013,0.658944
7014,0.695331
7015,0.44062
7016,0.479897
7017,0.388909
7018,0.426453
7019,0.198138
7020,0.224704
7021,0.160534
7022,0.187662
7023,0.076009
7024,0.084727
7025,0.073982
7026,0.076978
7027,0.125912
7028,0.107599
7029,0.150978
7030,0.128502
7031,0.317395
7032,0.280934
7033,0.363992
7034,0.325374
7035,0.582409
7036,0.541449
7037,0.630345
7038,0.590311
7039,0.814339
7040,0.784663
7041,0.844241
7042,0.8188
7043,0.922757
7044,0.916101
7045,0.92285
7046,0.932006
7047,0.92862
7048,0.932741
7049,0.836855
7050,0.860736
7051,0.800875
7052,0.827202
7053,0.609426
7054,0.646189
7055,0.556469
7056,0.595009
7057,0.337848
7058,0.375417
7059,0.290308
7060,0.325942
7061,0.134188
7062,0.157006
7063,0.113444
7064,0.131201
7065,0.074757
7066,0.071657
7067,0.080391
7068,0.072318
7069,0.179909
7070,0.154458
7071,0.215946
7072,0.186947
7073,0.411181
7074,0.371556
7075,0.460121
7076,0.419057
7077,0.675682
7078,0.637148
7079,0.719631
7080,0.684212
7081,0.869491
7082,0.847813
7083,0.890498
7084,0.876741
7085,0.916614
7086,0.92627
7087,0.896942
7088,0.909706
7089,0.760232
7090,0.788995
7091,0.716389
7092,0.749236
7093,0.504551
7094,0.543931
7095,0.452551
7096,0.492076
7097,0.24714
7098,0.280794
7099,0.208525
7100,0.238251
7101,0.093352
7102,0.106263
7103,0.077806
7104,0.087373
7105,0.09272
7106,0.081918
7107,0.113414
7108,0.095604
7109,0.254256
7110,0.220574
7111,0.295849
7112,0.260229
7113,0.509027
7114,0.468533
